treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.690909090909091	2	Alternative tree	-32.9535345388634	1	Highest edge probability tree
2	0.775757575757576	5	Alternative tree	-41.0740537521187	101	Alternative tree
3	0.581818181818182	1	Lowest SCE tree	-87.0252522534646	299	Alternative tree
4	0.74025974025974	3	Alternative tree	-34.461697840298	4	Alternative tree
5	0.74025974025974	3	Alternative tree	-64.2148913694455	297	Alternative tree
6	0.74025974025974	3	Alternative tree	-34.1338935259139	2	Alternative tree
7	0.74025974025974	3	Alternative tree	-59.200063070376	293	Alternative tree
8	0.74025974025974	3	Alternative tree	-59.200063070376	293	Alternative tree
9	0.824675324675325	9	Alternative tree	-59.200063070376	293	Alternative tree
10	0.74025974025974	3	Alternative tree	-34.262804365568	3	Alternative tree
11	0.74025974025974	3	Alternative tree	-34.7402621157538	5	Alternative tree
12	0.74025974025974	3	Alternative tree	-49.3293280016807	270	Alternative tree
13	0.74025974025974	3	Alternative tree	-49.3293280016807	270	Alternative tree
14	0.811688311688312	7	Alternative tree	-34.9392528962431	6	Alternative tree
15	0.74025974025974	3	Alternative tree	-35.7132542992168	10	Alternative tree
16	0.837662337662338	11	Alternative tree	-38.3282472617744	43	Alternative tree
17	0.75974025974026	4	Alternative tree	-35.5679043502742	8	Alternative tree
18	0.797202797202797	6	Alternative tree	-65.72305467088	298	Alternative tree
19	0.797202797202797	6	Alternative tree	-35.6420568273485	9	Alternative tree
20	0.797202797202797	6	Alternative tree	-60.7082263718106	295	Alternative tree
21	0.797202797202797	6	Alternative tree	-60.7082263718106	295	Alternative tree
22	0.888111888111888	16	Alternative tree	-60.7082263718106	295	Alternative tree
23	0.797202797202797	6	Alternative tree	-35.7709676670026	11	Alternative tree
24	0.797202797202797	6	Alternative tree	-36.2484254171884	15	Alternative tree
25	0.797202797202797	6	Alternative tree	-50.8374913031153	280	Alternative tree
26	0.797202797202797	6	Alternative tree	-50.8374913031153	280	Alternative tree
27	0.874125874125874	14	Alternative tree	-36.4474161976777	17	Alternative tree
28	0.797202797202797	6	Alternative tree	-37.2214176006514	25	Alternative tree
29	0.902097902097902	18	Alternative tree	-39.836410563209	73	Alternative tree
30	0.818181818181818	8	Alternative tree	-37.0760676517088	24	Alternative tree
31	0.831168831168831	10	Alternative tree	-42.5822170535533	135	Alternative tree
32	0.797202797202797	6	Alternative tree	-60.3804220574265	294	Alternative tree
33	0.797202797202797	6	Alternative tree	-60.3804220574265	294	Alternative tree
34	0.888111888111888	16	Alternative tree	-60.3804220574265	294	Alternative tree
35	0.797202797202797	6	Alternative tree	-35.4431633526186	7	Alternative tree
36	0.797202797202797	6	Alternative tree	-35.9206211028043	12	Alternative tree
37	0.797202797202797	6	Alternative tree	-50.5096869887313	278	Alternative tree
38	0.797202797202797	6	Alternative tree	-50.5096869887313	278	Alternative tree
39	0.874125874125874	14	Alternative tree	-36.1196118832936	14	Alternative tree
40	0.888111888111888	16	Alternative tree	-36.8936132862673	21	Alternative tree
41	0.902097902097902	18	Alternative tree	-39.5086062488249	66	Alternative tree
42	0.818181818181818	8	Alternative tree	-36.7482633373248	19	Alternative tree
43	0.831168831168831	10	Alternative tree	-42.2544127391692	128	Alternative tree
44	0.797202797202797	6	Alternative tree	-36.0495319424584	13	Alternative tree
45	0.797202797202797	6	Alternative tree	-50.6385978283854	279	Alternative tree
46	0.797202797202797	6	Alternative tree	-50.6385978283854	279	Alternative tree
47	0.874125874125874	14	Alternative tree	-36.2485227229477	16	Alternative tree
48	0.797202797202797	6	Alternative tree	-37.0225241259214	23	Alternative tree
49	0.902097902097902	18	Alternative tree	-39.6375170884791	70	Alternative tree
50	0.818181818181818	8	Alternative tree	-36.8771741769789	20	Alternative tree
51	0.831168831168831	10	Alternative tree	-42.3833235788233	133	Alternative tree
52	0.797202797202797	6	Alternative tree	-51.1160555785711	281	Alternative tree
53	0.797202797202797	6	Alternative tree	-51.1160555785711	281	Alternative tree
54	0.874125874125874	14	Alternative tree	-36.7259804731335	18	Alternative tree
55	0.797202797202797	6	Alternative tree	-37.4999818761072	30	Alternative tree
56	0.902097902097902	18	Alternative tree	-40.1149748386648	79	Alternative tree
57	0.818181818181818	8	Alternative tree	-37.3546319271646	27	Alternative tree
58	0.831168831168831	10	Alternative tree	-42.8607813290091	143	Alternative tree
59	0.874125874125874	14	Alternative tree	-37.6989726565965	34	Alternative tree
60	0.979020979020979	28	Alternative tree	-40.3139656191541	85	Alternative tree
61	0.895104895104895	17	Alternative tree	-37.5536227076539	31	Alternative tree
62	0.902597402597403	19	Alternative tree	-43.0597721094984	149	Alternative tree
63	0.902097902097902	18	Alternative tree	-41.0879670221278	102	Alternative tree
64	0.818181818181818	8	Alternative tree	-38.3276241106276	42	Alternative tree
65	0.831168831168831	10	Alternative tree	-43.8337735124721	164	Alternative tree
66	0.850649350649351	12	Alternative tree	-43.6884235635295	161	Alternative tree
67	0.863636363636364	13	Alternative tree	-61.8885853588611	296	Alternative tree
68	0.863636363636364	13	Alternative tree	-61.8885853588611	296	Alternative tree
69	0.962121212121212	23	Alternative tree	-61.8885853588611	296	Alternative tree
70	0.863636363636364	13	Alternative tree	-36.9513266540532	22	Alternative tree
71	0.863636363636364	13	Alternative tree	-37.4287844042389	28	Alternative tree
72	0.863636363636364	13	Alternative tree	-52.0178502901658	283	Alternative tree
73	0.863636363636364	13	Alternative tree	-52.0178502901658	283	Alternative tree
74	0.946969696969697	22	Alternative tree	-37.6277751847282	33	Alternative tree
75	0.962121212121212	23	Alternative tree	-38.4017765877019	45	Alternative tree
76	0.977272727272727	27	Alternative tree	-41.0167695502595	100	Alternative tree
77	0.886363636363636	15	Alternative tree	-38.2564266387593	41	Alternative tree
78	0.895104895104895	17	Alternative tree	-43.7625760406038	162	Alternative tree
79	0.863636363636364	13	Alternative tree	-37.557695243893	32	Alternative tree
80	0.863636363636364	13	Alternative tree	-52.14676112982	284	Alternative tree
81	0.863636363636364	13	Alternative tree	-52.14676112982	284	Alternative tree
82	0.946969696969697	22	Alternative tree	-37.7566860243823	35	Alternative tree
83	0.863636363636364	13	Alternative tree	-38.530687427356	46	Alternative tree
84	0.977272727272727	27	Alternative tree	-41.1456803899136	104	Alternative tree
85	0.886363636363636	15	Alternative tree	-38.3853374784134	44	Alternative tree
86	0.895104895104895	17	Alternative tree	-43.8914868802579	165	Alternative tree
87	0.863636363636364	13	Alternative tree	-52.6242188800057	287	Alternative tree
88	0.863636363636364	13	Alternative tree	-52.6242188800057	287	Alternative tree
89	0.946969696969697	22	Alternative tree	-38.234143774568	40	Alternative tree
90	0.863636363636364	13	Alternative tree	-39.0081451775418	57	Alternative tree
91	0.977272727272727	27	Alternative tree	-41.6231381400994	116	Alternative tree
92	0.886363636363636	15	Alternative tree	-38.8627952285992	53	Alternative tree
93	0.895104895104895	17	Alternative tree	-44.3689446304436	175	Alternative tree
94	0.946969696969697	22	Alternative tree	-39.2071359580311	60	Alternative tree
95	1.06060606060606	39	Alternative tree	-41.8221289205887	120	Alternative tree
96	0.96969696969697	25	Alternative tree	-39.0617860090885	59	Alternative tree
97	0.972027972027972	26	Alternative tree	-44.5679354109329	179	Alternative tree
98	0.977272727272727	27	Alternative tree	-42.5961303235624	136	Alternative tree
99	0.886363636363636	15	Alternative tree	-39.8357874120622	72	Alternative tree
100	0.895104895104895	17	Alternative tree	-45.3419368139067	193	Alternative tree
101	0.916083916083916	20	Alternative tree	-45.1965868649641	192	Alternative tree
102	0.863636363636364	13	Alternative tree	-37.229890929509	26	Alternative tree
103	0.863636363636364	13	Alternative tree	-51.8189568154359	282	Alternative tree
104	0.863636363636364	13	Alternative tree	-51.8189568154359	282	Alternative tree
105	0.946969696969697	22	Alternative tree	-37.4288817099983	29	Alternative tree
106	0.962121212121212	23	Alternative tree	-38.202883112972	39	Alternative tree
107	0.977272727272727	27	Alternative tree	-40.8178760755296	96	Alternative tree
108	0.886363636363636	15	Alternative tree	-38.0575331640294	38	Alternative tree
109	0.895104895104895	17	Alternative tree	-43.5636825658739	157	Alternative tree
110	0.863636363636364	13	Alternative tree	-52.2964145656216	285	Alternative tree
111	0.863636363636364	13	Alternative tree	-52.2964145656216	285	Alternative tree
112	0.946969696969697	22	Alternative tree	-37.906339460184	36	Alternative tree
113	0.962121212121212	23	Alternative tree	-38.6803408631577	49	Alternative tree
114	0.977272727272727	27	Alternative tree	-41.2953338257153	106	Alternative tree
115	0.886363636363636	15	Alternative tree	-38.5349909142151	47	Alternative tree
116	0.895104895104895	17	Alternative tree	-44.0411403160596	167	Alternative tree
117	1.04545454545455	35	Alternative tree	-38.879331643647	55	Alternative tree
118	1.06060606060606	39	Alternative tree	-41.4943246062046	111	Alternative tree
119	0.96969696969697	25	Alternative tree	-38.7339816947044	50	Alternative tree
120	0.972027972027972	26	Alternative tree	-44.2401310965489	172	Alternative tree
121	1.07575757575758	45	Alternative tree	-42.2683260091784	129	Alternative tree
122	0.984848484848485	29	Alternative tree	-39.5079830976781	65	Alternative tree
123	0.986013986013986	30	Alternative tree	-45.0141324995226	188	Alternative tree
