treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	0.814814814814815	1	Lowest SCE tree	-41.65518481183	1	Highest edge probability tree
2	0.907407407407407	7	Alternative tree	-63.004919953209	172	Alternative tree
3	0.898148148148148	4	Alternative tree	-47.9013794751405	32	Alternative tree
4	0.888888888888889	3	Alternative tree	-52.1584552869165	65	Alternative tree
5	0.888888888888889	3	Alternative tree	-52.1584552869165	65	Alternative tree
6	1.05050505050505	21	Alternative tree	-52.1584552869165	65	Alternative tree
7	0.94949494949495	10	Alternative tree	-52.1584552869165	65	Alternative tree
8	0.814814814814815	1	Lowest SCE tree	-43.5978918527547	5	Alternative tree
9	1.24074074074074	45	Alternative tree	-43.5978918527547	5	Alternative tree
10	1.12121212121212	31	Alternative tree	-77.9588763021871	246	Alternative tree
11	1.01010101010101	18	Alternative tree	-43.3923490731552	4	Alternative tree
12	1.31481481481481	59	Alternative tree	-68.5688846019729	222	Alternative tree
13	1.31481481481481	59	Alternative tree	-43.2688504221128	3	Alternative tree
14	0.814814814814815	1	Lowest SCE tree	-60.4354524787995	149	Alternative tree
15	0.981481481481481	13	Alternative tree	-60.4354524787995	149	Alternative tree
16	0.824074074074074	2	Alternative tree	-43.2408567962357	2	Alternative tree
17	0.888888888888889	3	Alternative tree	-56.4670615853273	107	Alternative tree
18	1.01010101010101	18	Alternative tree	-56.4670615853273	107	Alternative tree
19	0.898989898989899	6	Alternative tree	-43.9182671774475	6	Alternative tree
20	1.24074074074074	45	Alternative tree	-45.5405988936795	15	Alternative tree
21	1.12121212121212	32	Alternative tree	-79.9015833431119	247	Alternative tree
22	1.01010101010101	18	Alternative tree	-45.33505611408	12	Alternative tree
23	1.31481481481481	59	Alternative tree	-70.5115916428976	237	Alternative tree
24	1.31481481481481	60	Alternative tree	-45.2115574630376	11	Alternative tree
25	0.888888888888889	3	Alternative tree	-62.3781595197242	169	Alternative tree
26	1.07070707070707	25	Alternative tree	-62.3781595197242	169	Alternative tree
27	0.898989898989899	5	Alternative tree	-45.1835638371604	10	Alternative tree
28	0.888888888888889	3	Alternative tree	-58.409768626252	126	Alternative tree
29	1.01010101010101	18	Alternative tree	-58.409768626252	126	Alternative tree
30	0.898989898989899	5	Alternative tree	-45.8609742183722	17	Alternative tree
31	0.907407407407407	7	Alternative tree	-64.9476269941338	198	Alternative tree
32	0.898148148148148	4	Alternative tree	-49.8440865160652	47	Alternative tree
33	0.888888888888889	3	Alternative tree	-54.1011623278412	83	Alternative tree
34	0.888888888888889	3	Alternative tree	-54.1011623278412	83	Alternative tree
