### 1525 trees
# tree 1
23	2
33	4
20	5
20	6
13	9
30	11
11	12
30	13
4	14
5	16
9	19
11	20
20	21
19	23
14	26
16	28
1	30
16	31
21	32
1	33
12	3
2	7
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
# tree 2
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
11	12
13	2
14	26
21	32
20	6
16	28
16	31
19	23
12	3
2	7
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
# tree 3
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
11	12
9	2
14	26
21	32
20	6
16	28
16	31
19	23
12	3
2	7
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
# tree 4
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
11	12
19	2
14	26
21	32
20	6
16	28
16	31
19	23
12	3
2	7
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
# tree 5
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
23	2
14	26
21	32
20	6
16	28
16	31
11	12
2	7
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
30	3
# tree 6
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
23	2
14	26
21	32
20	6
16	28
16	31
11	12
2	7
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
11	3
# tree 7
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
23	2
14	26
21	32
20	6
16	28
16	31
11	12
2	7
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
1	3
# tree 8
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
11	12
14	26
21	32
20	6
16	28
16	31
23	2
12	3
26	8
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
23	7
# tree 9
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
11	12
23	2
21	32
20	6
16	28
16	31
14	26
12	3
2	7
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
4	8
# tree 10
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
11	12
23	2
21	32
20	6
16	28
16	31
14	26
12	3
2	7
32	10
6	15
32	17
28	22
31	24
21	25
20	27
6	29
14	8
# tree 11
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
11	12
23	2
14	26
21	32
16	28
16	31
20	6
20	27
6	29
12	3
2	7
26	8
32	10
32	17
28	22
31	24
21	25
29	15
# tree 12
19	23
1	33
11	20
30	13
1	30
30	11
33	4
20	5
13	9
9	19
4	14
5	16
20	21
