treeID	sum_condition_error	SCE_ranking	lowest_SCE	edge_probability_score	edge_probability_ranking	highest_edge_probability
1	1.35714285714286	1	Lowest SCE tree	-27.9260002564112	1	Highest edge probability tree
2	1.35714285714286	1	Lowest SCE tree	-70.1694133028072	32	Alternative tree
3	1.80952380952381	8	Alternative tree	-70.1694133028072	32	Alternative tree
4	2.07142857142857	12	Alternative tree	-32.8165954880915	3	Alternative tree
5	1.52380952380952	4	Alternative tree	-48.5158242023287	24	Alternative tree
6	1.83333333333333	9	Alternative tree	-33.2665862300099	4	Alternative tree
7	2.45238095238095	19	Alternative tree	-41.2091589346974	11	Alternative tree
8	1.42857142857143	2	Alternative tree	-50.036622211803	26	Alternative tree
9	1.47619047619048	3	Alternative tree	-37.0058397191231	7	Alternative tree
10	2.30952380952381	17	Alternative tree	-37.0058397191231	7	Alternative tree
11	1.62857142857143	6	Alternative tree	-46.7389655519861	19	Alternative tree
12	1.62857142857143	6	Alternative tree	-46.7389655519861	19	Alternative tree
13	1.68571428571429	7	Alternative tree	-46.7389655519861	19	Alternative tree
14	2	11	Alternative tree	-28.7645719106622	2	Alternative tree
15	2	11	Alternative tree	-71.0079849570582	33	Alternative tree
16	2.54285714285714	20	Alternative tree	-71.0079849570582	33	Alternative tree
17	2.85714285714286	26	Alternative tree	-33.6551671423424	5	Alternative tree
18	2.2	15	Alternative tree	-49.3543958565797	25	Alternative tree
19	2.57142857142857	22	Alternative tree	-34.1051578842609	6	Alternative tree
20	3.31428571428571	32	Alternative tree	-42.0477305889484	13	Alternative tree
21	2.14285714285714	13	Alternative tree	-37.844411373374	8	Alternative tree
22	3.14285714285714	31	Alternative tree	-37.844411373374	8	Alternative tree
23	2.23809523809524	16	Alternative tree	-53.406419434009	29	Alternative tree
24	2.54761904761905	21	Alternative tree	-38.1571814616902	9	Alternative tree
25	3.8	37	Alternative tree	-46.0997541663777	17	Alternative tree
26	2.19047619047619	14	Alternative tree	-41.8964349508034	12	Alternative tree
27	3.02380952380952	29	Alternative tree	-41.8964349508034	12	Alternative tree
28	2.92857142857143	27	Alternative tree	-46.5497449082961	18	Alternative tree
29	1.95238095238095	10	Alternative tree	-42.3464256927218	14	Alternative tree
30	2.78571428571429	25	Alternative tree	-42.3464256927218	14	Alternative tree
31	1.54761904761905	5	Alternative tree	-59.1164616745148	31	Alternative tree
32	2.38095238095238	18	Alternative tree	-59.1164616745148	31	Alternative tree
33	3.05714285714286	30	Alternative tree	-54.2449910882599	30	Alternative tree
34	3.42857142857143	33	Alternative tree	-38.9957531159411	10	Alternative tree
35	5.21428571428571	42	Alternative tree	-46.9383258206286	20	Alternative tree
36	3	28	Alternative tree	-42.7350066050543	15	Alternative tree
37	4	39	Alternative tree	-42.7350066050543	15	Alternative tree
38	3.88571428571429	38	Alternative tree	-47.3883165625471	22	Alternative tree
39	2.71428571428571	24	Alternative tree	-43.1849973469728	16	Alternative tree
40	3.71428571428571	36	Alternative tree	-43.1849973469728	16	Alternative tree
41	4.37142857142857	40	Alternative tree	-51.4403401399764	27	Alternative tree
42	2.66666666666667	23	Alternative tree	-47.2370209244021	21	Alternative tree
43	3.5	34	Alternative tree	-47.2370209244021	21	Alternative tree
44	5.92857142857143	43	Alternative tree	-52.2789117942273	28	Alternative tree
45	3.57142857142857	35	Alternative tree	-48.075592578653	23	Alternative tree
46	4.57142857142857	41	Alternative tree	-48.075592578653	23	Alternative tree
