clusterID	truncal	treeClust	cpnRemClust	nMuts	SAMPLE	meanCCF	CCF_CI_low	CCF_CI_high	clonality	clone_proportions_default
1	TRUE	FALSE	FALSE	717	CRUK0497_BR_T1.FR1	102	99.7055786277772	103.571779064632	clonal	0
1	TRUE	FALSE	FALSE	717	CRUK0497_SU_T1.R1	100	98.4211273550018	101.020438263681	clonal	0
1	TRUE	FALSE	FALSE	717	CRUK0497_SU_T1.R2	100	98.5965020364438	101.943647016931	clonal	0
1	TRUE	FALSE	FALSE	717	CRUK0497_SU_T1.R3	103	101.282082892606	104.126625232005	clonal	35
2	FALSE	FALSE	FALSE	285	CRUK0497_BR_T1.FR1	0	0	0	absent	0
2	FALSE	FALSE	FALSE	285	CRUK0497_SU_T1.R1	14	13.4281657191853	14.9077001139909	subclonal	14
2	FALSE	FALSE	FALSE	285	CRUK0497_SU_T1.R2	0	0	0	absent	0
2	FALSE	FALSE	FALSE	285	CRUK0497_SU_T1.R3	0	0	0	absent	0
3	FALSE	FALSE	FALSE	64	CRUK0497_BR_T1.FR1	102	96.8852811055506	106.523299397086	clonal	21
3	FALSE	FALSE	FALSE	64	CRUK0497_SU_T1.R1	0	0	0	absent	0
3	FALSE	FALSE	FALSE	64	CRUK0497_SU_T1.R2	0	0	0	absent	0
3	FALSE	FALSE	FALSE	64	CRUK0497_SU_T1.R3	0	0	0	absent	0
4	FALSE	FALSE	FALSE	63	CRUK0497_BR_T1.FR1	0	0	0	absent	0
4	FALSE	FALSE	FALSE	63	CRUK0497_SU_T1.R1	0	0	0	absent	0
4	FALSE	FALSE	FALSE	63	CRUK0497_SU_T1.R2	0	0	0	absent	0
4	FALSE	FALSE	FALSE	63	CRUK0497_SU_T1.R3	19	18.1728514512717	20.1609127556578	subclonal	10
5	FALSE	FALSE	FALSE	62	CRUK0497_BR_T1.FR1	0	0	0	absent	0
5	FALSE	FALSE	FALSE	62	CRUK0497_SU_T1.R1	70	67.0592291426809	72.6449210238938	subclonal	35
5	FALSE	FALSE	FALSE	62	CRUK0497_SU_T1.R2	0	0	0	absent	0
5	FALSE	FALSE	FALSE	62	CRUK0497_SU_T1.R3	0	0	0	absent	0
6	FALSE	FALSE	FALSE	49	CRUK0497_BR_T1.FR1	0	0	0	absent	0
6	FALSE	FALSE	FALSE	49	CRUK0497_SU_T1.R1	0	0	0	absent	0
6	FALSE	FALSE	FALSE	49	CRUK0497_SU_T1.R2	97	92.1290122174122	101.594533169046	clonal	48
6	FALSE	FALSE	FALSE	49	CRUK0497_SU_T1.R3	0	0	0	absent	0
7	FALSE	FALSE	FALSE	48	CRUK0497_BR_T1.FR1	103	94.6913050244709	111.178555664522	clonal	NA
7	FALSE	FALSE	FALSE	48	CRUK0497_SU_T1.R1	30	26.9123806076391	33.124413161644	subclonal	NA
7	FALSE	FALSE	FALSE	48	CRUK0497_SU_T1.R2	98	93.4415408320135	101.761069897516	clonal	NA
7	FALSE	FALSE	FALSE	48	CRUK0497_SU_T1.R3	102	95.5793194976149	107.592048547111	clonal	NA
8	FALSE	FALSE	FALSE	43	CRUK0497_BR_T1.FR1	0	0	0	absent	0
8	FALSE	FALSE	FALSE	43	CRUK0497_SU_T1.R1	35	32.9604283883341	37.2197092250732	subclonal	21
8	FALSE	FALSE	FALSE	43	CRUK0497_SU_T1.R2	0	0	0	absent	0
8	FALSE	FALSE	FALSE	43	CRUK0497_SU_T1.R3	0	0	0	absent	0
