# 13 out of 13 mutations
4 #trees
12 #edges, tree 1
27_35_36_40_41_42_47_51 52_54_55
32_37_38_46 53_56_58_59
5_6_8_11_12_16_20_31_34 48_49_50
24 32_37_38_46
24 29_30_33_39_43
2_9_19 27_35_36_40_41_42_47_51
2_9_19 24
0 44
0 5_6_8_11_12_16_20_31_34
0 1_4_13_14_25_26
0 2_9_19
0 3_7_10_15_18
12 #edges, tree 2
0 3_7_10_15_18
0 2_9_19
0 1_4_13_14_25_26
0 5_6_8_11_12_16_20_31_34
2_9_19 24
2_9_19 44
2_9_19 27_35_36_40_41_42_47_51
24 29_30_33_39_43
24 32_37_38_46
5_6_8_11_12_16_20_31_34 48_49_50
32_37_38_46 53_56_58_59
27_35_36_40_41_42_47_51 52_54_55
12 #edges, tree 3
27_35_36_40_41_42_47_51 52_54_55
32_37_38_46 53_56_58_59
29_30_33_39_43 44
5_6_8_11_12_16_20_31_34 48_49_50
24 32_37_38_46
24 29_30_33_39_43
2_9_19 27_35_36_40_41_42_47_51
2_9_19 24
0 5_6_8_11_12_16_20_31_34
0 1_4_13_14_25_26
0 2_9_19
0 3_7_10_15_18
12 #edges, tree 4
27_35_36_40_41_42_47_51 52_54_55
32_37_38_46 53_56_58_59
5_6_8_11_12_16_20_31_34 48_49_50
24 32_37_38_46
24 44
24 29_30_33_39_43
2_9_19 27_35_36_40_41_42_47_51
2_9_19 24
0 5_6_8_11_12_16_20_31_34
0 1_4_13_14_25_26
0 2_9_19
0 3_7_10_15_18
