# 12 out of 12 mutations
4 #trees
11 #edges, tree 1
18_23 32
18_23 26
11 18_23
4_6 13_16_22_33_34_35
4_6 7_10_12_14_15_17
3 11
2 4_6
2 3
1 5_8_9_24
1 2
0 1
11 #edges, tree 2
0 1
1 2
1 5_8_9_24
2 3
2 4_6
3 11
4_6 7_10_12_14_15_17
4_6 13_16_22_33_34_35
11 18_23
18_23 26
26 32
11 #edges, tree 3
18_23 32
18_23 26
11 18_23
11 7_10_12_14_15_17
4_6 13_16_22_33_34_35
3 11
2 4_6
2 3
1 5_8_9_24
1 2
0 1
11 #edges, tree 4
26 32
18_23 26
11 18_23
11 7_10_12_14_15_17
4_6 13_16_22_33_34_35
3 11
2 4_6
2 3
1 5_8_9_24
1 2
0 1
