# 10 out of 10 mutations
8 #trees
9 #edges, tree 1
0 2_9
0 1_7_10_12_14_16_18_19_27
0 4_6_11_13_15_26_31
0 34
2_9 21_22_23_24
1_7_10_12_14_16_18_19_27 28_30_44
1_7_10_12_14_16_18_19_27 45_57
4_6_11_13_15_26_31 36_38
36_38 42_49_51
9 #edges, tree 2
4_6_11_13_15_26_31 42_49_51
4_6_11_13_15_26_31 36_38
1_7_10_12_14_16_18_19_27 45_57
1_7_10_12_14_16_18_19_27 28_30_44
2_9 21_22_23_24
0 34
0 4_6_11_13_15_26_31
0 1_7_10_12_14_16_18_19_27
0 2_9
9 #edges, tree 3
0 2_9
0 1_7_10_12_14_16_18_19_27
0 4_6_11_13_15_26_31
0 34
2_9 21_22_23_24
21_22_23_24 28_30_44
1_7_10_12_14_16_18_19_27 45_57
4_6_11_13_15_26_31 36_38
4_6_11_13_15_26_31 42_49_51
9 #edges, tree 4
0 2_9
0 1_7_10_12_14_16_18_19_27
0 4_6_11_13_15_26_31
0 34
2_9 21_22_23_24
21_22_23_24 28_30_44
1_7_10_12_14_16_18_19_27 45_57
4_6_11_13_15_26_31 36_38
36_38 42_49_51
9 #edges, tree 5
4_6_11_13_15_26_31 42_49_51
4_6_11_13_15_26_31 36_38
4_6_11_13_15_26_31 34
1_7_10_12_14_16_18_19_27 45_57
1_7_10_12_14_16_18_19_27 28_30_44
2_9 21_22_23_24
0 4_6_11_13_15_26_31
0 1_7_10_12_14_16_18_19_27
0 2_9
9 #edges, tree 6
36_38 42_49_51
4_6_11_13_15_26_31 36_38
4_6_11_13_15_26_31 34
1_7_10_12_14_16_18_19_27 45_57
1_7_10_12_14_16_18_19_27 28_30_44
2_9 21_22_23_24
0 4_6_11_13_15_26_31
0 1_7_10_12_14_16_18_19_27
0 2_9
9 #edges, tree 7
4_6_11_13_15_26_31 42_49_51
4_6_11_13_15_26_31 36_38
4_6_11_13_15_26_31 34
1_7_10_12_14_16_18_19_27 45_57
21_22_23_24 28_30_44
2_9 21_22_23_24
0 4_6_11_13_15_26_31
0 1_7_10_12_14_16_18_19_27
0 2_9
9 #edges, tree 8
36_38 42_49_51
4_6_11_13_15_26_31 36_38
4_6_11_13_15_26_31 34
1_7_10_12_14_16_18_19_27 45_57
21_22_23_24 28_30_44
2_9 21_22_23_24
0 4_6_11_13_15_26_31
0 1_7_10_12_14_16_18_19_27
0 2_9
