# 12 out of 12 mutations
3 #trees
11 #edges, tree 1
38_41 43
8_12_13_21_26_33 39_40_42
8_12_13_21_26_33 38_41
3_5_9_20_24_25 29
16_22_23 30
4_6_7_10_11_14_15 16_22_23
2 8_12_13_21_26_33
2 3_5_9_20_24_25
2 4_6_7_10_11_14_15
0 2
0 1
11 #edges, tree 2
0 2
2 1
2 4_6_7_10_11_14_15
2 3_5_9_20_24_25
2 8_12_13_21_26_33
4_6_7_10_11_14_15 16_22_23
16_22_23 30
3_5_9_20_24_25 29
8_12_13_21_26_33 38_41
8_12_13_21_26_33 39_40_42
38_41 43
11 #edges, tree 3
38_41 43
8_12_13_21_26_33 39_40_42
8_12_13_21_26_33 38_41
8_12_13_21_26_33 1
3_5_9_20_24_25 29
16_22_23 30
4_6_7_10_11_14_15 16_22_23
2 8_12_13_21_26_33
2 3_5_9_20_24_25
2 4_6_7_10_11_14_15
0 2
