5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.7891297962249133	1	88	95
0	P	0	P	1	3;5	0.09869416574459611	0.2956423702555284	361	36
0	P	0	P	2	9	0.0	0.045248401328874505	218	0
0	P	0	P	3	18	0.0	0.05649626318309592	174	0
0	P	0	P	4	19	0.0	0.049260480109571674	200	0
0	P	0	P	5	63	0.0	0.049999368698825125	197	0
0	P	0	P	6	64	0.0	0.04444400155675023	222	0
0	P	0	P	7	70	0.0	0.04761850253857601	207	0
0	P	0	P	8	65;67	0.0	0.026595650118035195	373	0
0	P	0	P	9	33;38;45;53;56;58	0.0	0.008103725049555179	1231	0
0	P	0	P	10	20;24;29;36;43;50;51;57	0.0	0.006435005100944098	1551	0
0	P	0	P	11	22;23;26;37;41	0.0	0.010649621211046638	936	0
0	P	0	P	12	12;13;15;25;48;54	0.0	0.008183303311119255	1219	0
0	P	0	P	13	16;17;27;28;40;42;52	0.0	0.007027405149194103	1420	0
0	P	0	P	14	2;10;11;32;35;39	0.0	0.00831254907674346	1200	0
0	P	0	P	15	6;14	0.0	0.02597393790005811	382	0
1	M1	1	M1	0	0	0.7665220154436123	1	94	96
1	M1	1	M1	1	3;5	0.0	0.02433082787288536	408	0
1	M1	1	M1	2	9	0.0	0.0495043378213925	199	0
1	M1	1	M1	3	18	0.0	0.04784633698471555	206	0
1	M1	1	M1	4	19	0.6674282148917035	1	110	90
1	M1	1	M1	5	63	0.0	0.051281369987653216	192	0
1	M1	1	M1	6	64	0.0	0.04854311175967327	203	0
1	M1	1	M1	7	70	0.0	0.04761850253857601	207	0
1	M1	1	M1	8	65;67	0.0	0.02293571921191575	433	0
1	M1	1	M1	9	33;38;45;53;56;58	0.0	0.00843170020178451	1183	0
1	M1	1	M1	10	20;24;29;36;43;50;51;57	0.0	0.006242196035776485	1599	0
1	M1	1	M1	11	22;23;26;37;41	0.0	0.009756092908904664	1022	0
1	M1	1	M1	12	12;13;15;25;48;54	0.0	0.00819000543872844	1218	0
1	M1	1	M1	13	16;17;27;28;40;42;52	0.0	0.007158194298023831	1394	0
1	M1	1	M1	14	2;10;11;32;35;39	0.0	0.008488961282468935	1175	0
1	M1	1	M1	15	6;14	0.9212352585605618	1	201	238
2	M2	2	M2	0	0	0.7852925767616062	1	107	110
2	M2	2	M2	1	3;5	0.0	0.02375290179403474	418	0
2	M2	2	M2	2	9	0.0	0.0495043378213925	199	0
2	M2	2	M2	3	18	0.5248342564212158	0.9752280620330105	131	77
2	M2	2	M2	4	19	0.0	0.053762655413413206	183	0
