sample_id	cluster_id	size	mean	std
omentum_site_2	0	24	0.010543643658616264	0.00844050714854984
right_ovary_site_1	0	24	0.7449268106799222	0.11921606275636465
right_ovary_site_2	0	24	0.42216654834744405	0.06425862512521727
omentum_site_1	0	24	0.04615179867326124	0.017581302026595125
omentum_site_2	1	131	0.9995202830712948	0.0022361949509313193
right_ovary_site_1	1	131	0.9985021897060897	0.0040968566607449365
right_ovary_site_2	1	131	0.9986961537301786	0.0038016348924617195
omentum_site_1	1	131	0.9996082037177277	0.0020140355317768187
omentum_site_2	2	10	0.3557885658178024	0.09047781701663432
right_ovary_site_1	2	10	0.013049969119117684	0.0064698276935532175
right_ovary_site_2	2	10	0.0023494289942600937	0.004883915032442324
omentum_site_1	2	10	0.394726631234263	0.10562906657327337
omentum_site_2	3	1	0.5000000000000003	0.2915475947422644
right_ovary_site_1	3	1	0.5000000000000003	0.2915475947422644
right_ovary_site_2	3	1	0.5000000000000003	0.2915475947422644
omentum_site_1	3	1	0.22958817090550504	0.21054667937969976
omentum_site_2	4	50	0.8011756003358134	0.0887252264134741
right_ovary_site_1	4	50	0.029049426602795785	0.004984426833603271
right_ovary_site_2	4	50	0.3452279039150411	0.035723936593253985
omentum_site_1	4	50	0.86524527337318	0.07839071508940415
omentum_site_2	5	1	0.26862110905219266	0.21546774413253203
right_ovary_site_1	5	1	0.5506713583937877	0.25988883188495965
right_ovary_site_2	5	1	0.3033887590989763	0.22240949748822667
omentum_site_1	5	1	0.3179668535526987	0.2378244373829253
omentum_site_2	6	1	0.2148562491228256	0.151246570796448
right_ovary_site_1	6	1	0.5289431534412146	0.2639609479161903
right_ovary_site_2	6	1	0.5744225388053001	0.2481695386979338
omentum_site_1	6	1	0.29811026658647694	0.19614887118405167
omentum_site_2	7	1	0.311773470859696	0.2635052558997154
right_ovary_site_1	7	1	0.40609650802714276	0.2612187974863599
right_ovary_site_2	7	1	0.24574649209127802	0.23027428720624268
omentum_site_1	7	1	0.6541328128712749	0.23370801516871323
omentum_site_2	8	1	0.45259518679937377	0.2570462838989038
right_ovary_site_1	8	1	0.3144792273700157	0.21271910167420782
right_ovary_site_2	8	1	0.19155769877566817	0.19244096532605018
omentum_site_1	8	1	0.2859730860615699	0.24656990337923393
omentum_site_2	9	1	0.3663667574898524	0.28635788569182064
right_ovary_site_1	9	1	0.282321981917037	0.261361467941548
right_ovary_site_2	9	1	0.4744980739873752	0.29217111050254957
omentum_site_1	9	1	0.4375554506750923	0.2919166322301975
omentum_site_2	10	1	0.7152766157314011	0.21224892419751545
right_ovary_site_1	10	1	0.339981846275507	0.26754486691773066
right_ovary_site_2	10	1	0.661569184357215	0.22634577325036714
omentum_site_1	10	1	0.41841376673034414	0.2853831774315929
omentum_site_2	11	1	0.35907227731101654	0.2523910038398354
right_ovary_site_1	11	1	0.46234290258972544	0.2853761404039546
right_ovary_site_2	11	1	0.4943277187768311	0.2708928363514567
omentum_site_1	11	1	0.14872731990003865	0.17085529318460238
omentum_site_2	12	1	0.20733128010427898	0.14468037864669717
right_ovary_site_1	12	1	0.6280262567713774	0.22898192072298207
right_ovary_site_2	12	1	0.6131603430065605	0.2332357897557613
omentum_site_1	12	1	0.23355472951646747	0.1632626486970507
