6 #anatomical sites
7 #samples
13 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	63_65	0	0
0	P_0	0	P	1	59	0	0
0	P_0	0	P	2	49_56	0.357912	0.519622
0	P_0	0	P	3	24_34_40_46_55	0	0
0	P_0	0	P	4	23_36_37_39_51	0	0
0	P_0	0	P	5	41_45	0	0
0	P_0	0	P	6	38_42	0	0
0	P_0	0	P	7	30	0	0
0	P_0	0	P	8	27_29	0.531829	0.707435
0	P_0	0	P	9	2_5_9_14_15_16_20_21_22	0.750891	0.841126
0	P_0	0	P	10	7_12_17	0	0
0	P_0	0	P	11	1	0.64437	0.925325
0	P_0	0	P	12	0	0.78875	1
1	P_1	0	P	0	63_65	0	0
1	P_1	0	P	1	59	0	0
1	P_1	0	P	2	49_56	0.213947	0.348668
1	P_1	0	P	3	24_34_40_46_55	0	0
1	P_1	0	P	4	23_36_37_39_51	0	0
1	P_1	0	P	5	41_45	0	0
1	P_1	0	P	6	38_42	0	0
1	P_1	0	P	7	30	0	0
1	P_1	0	P	8	27_29	0.243301	0.383821
1	P_1	0	P	9	2_5_9_14_15_16_20_21_22	0.474425	0.554403
1	P_1	0	P	10	7_12_17	0	0
1	P_1	0	P	11	1	0.430352	0.685034
1	P_1	0	P	12	0	0.9266	1
2	M1_0	1	M1	0	63_65	0	0
2	M1_0	1	M1	1	59	0	0
2	M1_0	1	M1	2	49_56	0	0
2	M1_0	1	M1	3	24_34_40_46_55	0	0
2	M1_0	1	M1	4	23_36_37_39_51	0.16919	0.244166
2	M1_0	1	M1	5	41_45	0	0
2	M1_0	1	M1	6	38_42	0	0
2	M1_0	1	M1	7	30	0	0
2	M1_0	1	M1	8	27_29	0.23504	0.379987
2	M1_0	1	M1	9	2_5_9_14_15_16_20_21_22	0.201714	0.261211
2	M1_0	1	M1	10	7_12_17	0	0
2	M1_0	1	M1	11	1	0.931606	1
2	M1_0	1	M1	12	0	0.90221	1
3	M2_0	2	M2	0	63_65	0	0
3	M2_0	2	M2	1	59	0	0
3	M2_0	2	M2	2	49_56	0	0
3	M2_0	2	M2	3	24_34_40_46_55	0	0
3	M2_0	2	M2	4	23_36_37_39_51	0	0
3	M2_0	2	M2	5	41_45	0	0
3	M2_0	2	M2	6	38_42	0	0
3	M2_0	2	M2	7	30	0	0
3	M2_0	2	M2	8	27_29	0	0
3	M2_0	2	M2	9	2_5_9_14_15_16_20_21_22	0	0
3	M2_0	2	M2	10	7_12_17	0.896028	1
3	M2_0	2	M2	11	1	0	0
3	M2_0	2	M2	12	0	0.700856	0.967252
4	M3_0	3	M3	0	63_65	0	0
4	M3_0	3	M3	1	59	0	0
4	M3_0	3	M3	2	49_56	0	0
4	M3_0	3	M3	3	24_34_40_46_55	0	0
4	M3_0	3	M3	4	23_36_37_39_51	0	0
4	M3_0	3	M3	5	41_45	0.937983	1
4	M3_0	3	M3	6	38_42	0	0
4	M3_0	3	M3	7	30	0.815149	1
4	M3_0	3	M3	8	27_29	0	0
4	M3_0	3	M3	9	2_5_9_14_15_16_20_21_22	0.943777	1
4	M3_0	3	M3	10	7_12_17	0	0
4	M3_0	3	M3	11	1	0.871223	1
4	M3_0	3	M3	12	0	0.82022	1
5	M4_0	4	M4	0	63_65	0	0
5	M4_0	4	M4	1	59	0.2219	0.421408
5	M4_0	4	M4	2	49_56	0	0
5	M4_0	4	M4	3	24_34_40_46_55	0.888748	1
5	M4_0	4	M4	4	23_36_37_39_51	0	0
5	M4_0	4	M4	5	41_45	0	0
5	M4_0	4	M4	6	38_42	0	0
5	M4_0	4	M4	7	30	0	0
5	M4_0	4	M4	8	27_29	0	0
5	M4_0	4	M4	9	2_5_9_14_15_16_20_21_22	0	0
5	M4_0	4	M4	10	7_12_17	0	0
5	M4_0	4	M4	11	1	0.775364	1
5	M4_0	4	M4	12	0	0.79642	1
6	M5_0	5	M5	0	63_65	0.203689	0.343869
6	M5_0	5	M5	1	59	0	0
6	M5_0	5	M5	2	49_56	0	0
6	M5_0	5	M5	3	24_34_40_46_55	0	0
6	M5_0	5	M5	4	23_36_37_39_51	0	0
6	M5_0	5	M5	5	41_45	0	0
6	M5_0	5	M5	6	38_42	0.952038	1
6	M5_0	5	M5	7	30	0.763544	1
6	M5_0	5	M5	8	27_29	0	0
6	M5_0	5	M5	9	2_5_9_14_15_16_20_21_22	0.953906	1
6	M5_0	5	M5	10	7_12_17	0	0
6	M5_0	5	M5	11	1	0.822341	1
6	M5_0	5	M5	12	0	0.882705	1
