7 #anatomical sites
8 #samples
35 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	99	91
0	P_0	0	P	1	1	91	104
0	P_0	0	P	2	2	115	103
0	P_0	0	P	3	3	110	119
0	P_0	0	P	4	4	76	92
0	P_0	0	P	5	5	192	1
0	P_0	0	P	6	6	99	79
0	P_0	0	P	7	7	89	108
0	P_0	0	P	8	8	201	0
0	P_0	0	P	9	9	195	0
0	P_0	0	P	10	10	137	39
0	P_0	0	P	11	11	188	0
0	P_0	0	P	12	12	214	0
0	P_0	0	P	13	13	198	0
0	P_0	0	P	14	15	134	42
0	P_0	0	P	15	16	210	0
0	P_0	0	P	16	19	209	0
0	P_0	0	P	17	20	215	0
0	P_0	0	P	18	21	167	37
0	P_0	0	P	19	22	171	1
0	P_0	0	P	20	23	214	0
0	P_0	0	P	21	24	189	0
0	P_0	0	P	22	25	225	0
0	P_0	0	P	23	26	198	0
0	P_0	0	P	24	27	136	47
0	P_0	0	P	25	28	220	0
0	P_0	0	P	26	31	207	0
0	P_0	0	P	27	32	196	0
0	P_0	0	P	28	33	213	0
0	P_0	0	P	29	34	198	0
0	P_0	0	P	30	35	185	1
0	P_0	0	P	31	38	193	0
0	P_0	0	P	32	41	203	0
0	P_0	0	P	33	47	180	0
0	P_0	0	P	34	48	195	0
1	P_1	0	P	0	0	99	107
1	P_1	0	P	1	1	87	106
1	P_1	0	P	2	2	110	107
1	P_1	0	P	3	3	81	105
1	P_1	0	P	4	4	106	101
1	P_1	0	P	5	5	198	0
1	P_1	0	P	6	6	105	97
1	P_1	0	P	7	7	102	108
1	P_1	0	P	8	8	194	0
1	P_1	0	P	9	9	194	0
1	P_1	0	P	10	10	129	69
1	P_1	0	P	11	11	193	0
1	P_1	0	P	12	12	188	0
1	P_1	0	P	13	13	202	1
1	P_1	0	P	14	15	104	93
1	P_1	0	P	15	16	205	0
1	P_1	0	P	16	19	206	0
1	P_1	0	P	17	20	193	0
1	P_1	0	P	18	21	106	96
1	P_1	0	P	19	22	216	0
1	P_1	0	P	20	23	170	0
1	P_1	0	P	21	24	204	0
1	P_1	0	P	22	25	187	0
1	P_1	0	P	23	26	203	1
1	P_1	0	P	24	27	124	89
1	P_1	0	P	25	28	223	1
1	P_1	0	P	26	31	176	16
1	P_1	0	P	27	32	205	0
1	P_1	0	P	28	33	206	1
1	P_1	0	P	29	34	196	0
1	P_1	0	P	30	35	191	0
1	P_1	0	P	31	38	207	0
1	P_1	0	P	32	41	191	0
1	P_1	0	P	33	47	197	1
1	P_1	0	P	34	48	190	0
2	M1_0	1	M1	0	0	95	116
2	M1_0	1	M1	1	1	97	107
2	M1_0	1	M1	2	2	200	0
2	M1_0	1	M1	3	3	176	0
2	M1_0	1	M1	4	4	186	0
2	M1_0	1	M1	5	5	96	95
2	M1_0	1	M1	6	6	200	0
2	M1_0	1	M1	7	7	214	1
2	M1_0	1	M1	8	8	106	83
2	M1_0	1	M1	9	9	96	124
2	M1_0	1	M1	10	10	207	0
2	M1_0	1	M1	11	11	109	65
2	M1_0	1	M1	12	12	171	26
2	M1_0	1	M1	13	13	164	31
2	M1_0	1	M1	14	15	205	0
2	M1_0	1	M1	15	16	212	0
2	M1_0	1	M1	16	19	185	0
2	M1_0	1	M1	17	20	170	26
2	M1_0	1	M1	18	21	202	0
2	M1_0	1	M1	19	22	202	0
2	M1_0	1	M1	20	23	208	1
2	M1_0	1	M1	21	24	218	0
2	M1_0	1	M1	22	25	225	0
2	M1_0	1	M1	23	26	211	1
2	M1_0	1	M1	24	27	212	0
2	M1_0	1	M1	25	28	205	2
2	M1_0	1	M1	26	31	210	1
2	M1_0	1	M1	27	32	195	0
2	M1_0	1	M1	28	33	217	0
2	M1_0	1	M1	29	34	206	1
2	M1_0	1	M1	30	35	194	0
2	M1_0	1	M1	31	38	215	0
2	M1_0	1	M1	32	41	196	0
2	M1_0	1	M1	33	47	226	0
2	M1_0	1	M1	34	48	217	0
3	M2_0	2	M2	0	0	100	95
3	M2_0	2	M2	1	1	117	101
