9 #anatomical sites
10 #samples
57 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	ref	var
0	P_0	0	P	0	0	109	88
0	P_0	0	P	1	1	90	105
0	P_0	0	P	2	3	108	83
0	P_0	0	P	3	6	192	0
0	P_0	0	P	4	7	115	116
0	P_0	0	P	5	8	195	1
0	P_0	0	P	6	9	184	0
0	P_0	0	P	7	11	203	0
0	P_0	0	P	8	12	188	0
0	P_0	0	P	9	13	201	0
0	P_0	0	P	10	14	205	1
0	P_0	0	P	11	15	194	0
0	P_0	0	P	12	16	173	0
0	P_0	0	P	13	17	181	0
0	P_0	0	P	14	18	203	0
0	P_0	0	P	15	20	182	0
0	P_0	0	P	16	22	202	0
0	P_0	0	P	17	23	169	0
0	P_0	0	P	18	25	213	0
0	P_0	0	P	19	26	151	48
0	P_0	0	P	20	28	178	0
0	P_0	0	P	21	29	196	0
0	P_0	0	P	22	31	177	0
0	P_0	0	P	23	33	184	0
0	P_0	0	P	24	35	139	76
0	P_0	0	P	25	36	208	0
0	P_0	0	P	26	37	174	0
0	P_0	0	P	27	38	138	63
0	P_0	0	P	28	39	175	0
0	P_0	0	P	29	40	202	0
0	P_0	0	P	30	42	204	0
0	P_0	0	P	31	46	152	60
0	P_0	0	P	32	47	151	59
0	P_0	0	P	33	49	166	44
0	P_0	0	P	34	50	193	1
0	P_0	0	P	35	53	177	0
0	P_0	0	P	36	54	185	0
0	P_0	0	P	37	55	189	0
0	P_0	0	P	38	56	192	1
0	P_0	0	P	39	57	135	50
0	P_0	0	P	40	58	189	0
0	P_0	0	P	41	59	161	69
0	P_0	0	P	42	61	201	0
0	P_0	0	P	43	62	235	0
0	P_0	0	P	44	63	204	1
0	P_0	0	P	45	65	201	0
0	P_0	0	P	46	66	193	0
0	P_0	0	P	47	68	217	0
0	P_0	0	P	48	71	193	0
0	P_0	0	P	49	73	195	0
0	P_0	0	P	50	77	165	39
0	P_0	0	P	51	78	182	0
0	P_0	0	P	52	80	217	0
0	P_0	0	P	53	83	202	0
0	P_0	0	P	54	84	222	0
0	P_0	0	P	55	88	213	0
0	P_0	0	P	56	89	181	1
1	P_1	0	P	0	0	99	96
1	P_1	0	P	1	1	98	73
1	P_1	0	P	2	3	92	87
1	P_1	0	P	3	6	210	0
1	P_1	0	P	4	7	107	115
1	P_1	0	P	5	8	174	0
1	P_1	0	P	6	9	218	0
1	P_1	0	P	7	11	196	1
1	P_1	0	P	8	12	201	0
1	P_1	0	P	9	13	165	0
1	P_1	0	P	10	14	197	0
1	P_1	0	P	11	15	188	1
1	P_1	0	P	12	16	186	1
1	P_1	0	P	13	17	184	0
1	P_1	0	P	14	18	180	1
1	P_1	0	P	15	20	197	1
1	P_1	0	P	16	22	208	0
1	P_1	0	P	17	23	188	1
1	P_1	0	P	18	25	175	0
1	P_1	0	P	19	26	144	41
1	P_1	0	P	20	28	207	0
1	P_1	0	P	21	29	179	0
1	P_1	0	P	22	31	174	2
1	P_1	0	P	23	33	221	2
1	P_1	0	P	24	35	171	44
1	P_1	0	P	25	36	199	1
1	P_1	0	P	26	37	210	0
1	P_1	0	P	27	38	153	32
1	P_1	0	P	28	39	226	1
1	P_1	0	P	29	40	205	1
1	P_1	0	P	30	42	212	0
1	P_1	0	P	31	46	146	36
1	P_1	0	P	32	47	158	38
1	P_1	0	P	33	49	148	48
1	P_1	0	P	34	50	188	0
1	P_1	0	P	35	53	193	0
1	P_1	0	P	36	54	198	0
1	P_1	0	P	37	55	204	0
1	P_1	0	P	38	56	202	0
1	P_1	0	P	39	57	167	39
1	P_1	0	P	40	58	183	0
1	P_1	0	P	41	59	170	37
1	P_1	0	P	42	61	196	0
1	P_1	0	P	43	62	204	0
1	P_1	0	P	44	63	215	0
1	P_1	0	P	45	65	189	0
1	P_1	0	P	46	66	200	0
1	P_1	0	P	47	68	198	0
1	P_1	0	P	48	71	192	0
1	P_1	0	P	49	73	209	0
1	P_1	0	P	50	77	164	31
1	P_1	0	P	51	78	212	0
1	P_1	0	P	52	80	180	0
1	P_1	0	P	53	83	194	0
1	P_1	0	P	54	84	212	0
1	P_1	0	P	55	88	209	1
1	P_1	0	P	56	89	187	1
2	M1_0	1	M1	0	0	94	121
2	M1_0	1	M1	1	1	206	1
2	M1_0	1	M1	2	3	221	0
2	M1_0	1	M1	3	6	104	100
2	M1_0	1	M1	4	7	193	0
2	M1_0	1	M1	5	8	188	0
2	M1_0	1	M1	6	9	201	1
2	M1_0	1	M1	7	11	204	0
2	M1_0	1	M1	8	12	168	28
2	M1_0	1	M1	9	13	192	0
2	M1_0	1	M1	10	14	209	1
2	M1_0	1	M1	11	15	152	34
2	M1_0	1	M1	12	16	179	0
2	M1_0	1	M1	13	17	217	0
2	M1_0	1	M1	14	18	188	9
2	M1_0	1	M1	15	20	171	30
2	M1_0	1	M1	16	22	208	0
2	M1_0	1	M1	17	23	190	0
2	M1_0	1	M1	18	25	200	0
2	M1_0	1	M1	19	26	191	0
2	M1_0	1	M1	20	28	216	1
2	M1_0	1	M1	21	29	220	0
2	M1_0	1	M1	22	31	192	0
2	M1_0	1	M1	23	33	197	0
2	M1_0	1	M1	24	35	215	0
2	M1_0	1	M1	25	36	190	0
2	M1_0	1	M1	26	37	181	0
2	M1_0	1	M1	27	38	197	0
2	M1_0	1	M1	28	39	206	0
