8 #anatomical sites
9 #samples
4 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_1	0	P	0	386	0	0
0	P_1	0	P	1	2418	0.356141	0.589213
0	P_1	0	P	2	5024	0	0
0	P_1	0	P	3	5006	0	0
1	P_0	0	P	0	386	0	0
1	P_0	0	P	1	2418	0	0
1	P_0	0	P	2	5024	0	0
1	P_0	0	P	3	5006	0	0
2	M1_0	1	M1	0	386	0.744542	0.998949
2	M1_0	1	M1	1	2418	0	0
2	M1_0	1	M1	2	5024	0	0
2	M1_0	1	M1	3	5006	0	0
3	M2_0	2	M2	0	386	0	0
3	M2_0	2	M2	1	2418	0	0
3	M2_0	2	M2	2	5024	0	0
3	M2_0	2	M2	3	5006	0	0
4	M3_0	3	M3	0	386	0.609229	0.877984
4	M3_0	3	M3	1	2418	0	0
4	M3_0	3	M3	2	5024	0	0
4	M3_0	3	M3	3	5006	0	0
5	M4_0	4	M4	0	386	0	0
5	M4_0	4	M4	1	2418	0	0
5	M4_0	4	M4	2	5024	0.0463596	0.160338
5	M4_0	4	M4	3	5006	0	0
6	M5_0	5	M5	0	386	0.572043	0.831552
6	M5_0	5	M5	1	2418	0	0
6	M5_0	5	M5	2	5024	0	0
6	M5_0	5	M5	3	5006	0	0
7	M6_0	6	M6	0	386	0	0
7	M6_0	6	M6	1	2418	0	0
7	M6_0	6	M6	2	5024	0	0
7	M6_0	6	M6	3	5006	0.629307	0.886479
8	M7_0	7	M7	0	386	0.634449	0.902298
8	M7_0	7	M7	1	2418	0	0
8	M7_0	7	M7	2	5024	0	0
8	M7_0	7	M7	3	5006	0	0
