5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.7651980615716965	1	90	91
0	P	0	P	1	17	0.0	0.048308609540179806	204	0
0	P	0	P	2	7;13;22	0.0	0.017211678376473197	578	0
0	P	0	P	3	4;6;8;11;19;24;28;30	0.36340751257163584	0.493503061428588	1345	364
0	P	0	P	4	2;5;27;31	0.0	0.012903215037174266	772	0
0	P	0	P	5	42	0.0	0.05290930440355724	186	0
0	P	0	P	6	9;12;14;23;25;26;29;32;33;37;39;45;49;52;54	0.19805018285467388	0.2756007934853695	2637	351
0	P	0	P	7	1;3;10;34;35;48;55;59;61	0.0	0.005414184370731711	1844	0
0	P	0	P	8	36;57;62;68;70	0.31612124395570407	0.4814764202843842	802	197
0	P	0	P	9	38;46;56;69;73;74	0.0	0.008389258787837223	1189	0
1	M1	1	M1	0	0	0.7692952311830324	1	112	109
1	M1	1	M1	1	17	0.05206990408023773	0.29516961782996715	182	14
1	M1	1	M1	2	7;13;22	0.6442864357524403	0.9059866569247607	364	229
1	M1	1	M1	3	4;6;8;11;19;24;28;30	0.0	0.006230528384176908	1602	0
1	M1	1	M1	4	2;5;27;31	0.0	0.01206271737870325	826	0
1	M1	1	M1	5	42	0.0	0.05025061538281591	196	0
1	M1	1	M1	6	9;12;14;23;25;26;29;32;33;37;39;45;49;52;54	0.0	0.0033200529377477436	3009	0
1	M1	1	M1	7	1;3;10;34;35;48;55;59;61	0.0	0.005339027535085755	1870	0
1	M1	1	M1	8	36;57;62;68;70	0.0	0.009990004995003746	998	0
1	M1	1	M1	9	38;46;56;69;73;74	0.0	0.008183303311119255	1219	0
2	M2	2	M2	0	0	0.7195347106566838	1	99	90
2	M2	2	M2	1	17	0.0	0.051281369987653216	192	0
2	M2	2	M2	2	7;13;22	0.0	0.01712326248168531	581	0
2	M2	2	M2	3	4;6;8;11;19;24;28;30	0.0	0.006265662928953832	1593	0
2	M2	2	M2	4	2;5;27;31	0.8410645310625515	1	407	374
2	M2	2	M2	5	42	0.04495968124407754	0.29661227257324585	164	12
2	M2	2	M2	6	9;12;14;23;25;26;29;32;33;37;39;45;49;52;54	0.0	0.003331112406667093	2999	0
2	M2	2	M2	7	1;3;10;34;35;48;55;59;61	0.0	0.0055772439726606724	1790	0
2	M2	2	M2	8	36;57;62;68;70	0.0	0.010193674611452139	978	0
2	M2	2	M2	9	38;46;56;69;73;74	0.0	0.008382226723397947	1190	0
3	M3	3	M3	0	0	0.7509849829163314	1	97	94
3	M3	3	M3	1	17	0.0	0.04901901307130063	201	0
3	M3	3	M3	2	7;13;22	0.0	0.017330996411749903	574	0
3	M3	3	M3	3	4;6;8;11;19;24;28;30	0.0	0.006426733889586451	1553	0
3	M3	3	M3	4	2;5;27;31	0.0	0.012919885829718085	771	0
3	M3	3	M3	5	42	0.0	0.05025061538281591	196	0
3	M3	3	M3	6	9;12;14;23;25;26;29;32;33;37;39;45;49;52;54	0.0	0.003327786837245575	3002	0
3	M3	3	M3	7	1;3;10;34;35;48;55;59;61	0.8820420013912447	1	934	861
3	M3	3	M3	8	36;57;62;68;70	0.0	0.009803916847762585	1017	0
3	M3	3	M3	9	38;46;56;69;73;74	0.0	0.008510635210450139	1172	0
4	M4	4	M4	0	0	0.7066378207595208	1	102	90
4	M4	4	M4	1	17	0.0	0.04854311175967327	203	0
4	M4	4	M4	2	7;13;22	0.0	0.017301012079189663	575	0
4	M4	4	M4	3	4;6;8;11;19;24;28;30	0.9298858198905406	1	813	831
4	M4	4	M4	4	2;5;27;31	0.0	0.011876476164692932	839	0
4	M4	4	M4	5	42	0.0	0.04854311175967327	203	0
4	M4	4	M4	6	9;12;14;23;25;26;29;32;33;37;39;45;49;52;54	0.0	0.0033760970390659534	2959	0
4	M4	4	M4	7	1;3;10;34;35;48;55;59;61	0.0	0.005558642831214522	1796	0
4	M4	4	M4	8	36;57;62;68;70	0.0	0.009803916847762585	1017	0
4	M4	4	M4	9	38;46;56;69;73;74	0.5923007267614336	0.7717973701188733	792	408
