5 #anatomical sites
5 #samples
11 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.836578865026419	1	209	208
0	P	0	P	1	1;2;3	0.19597439329249766	0.32269971474960024	1061	155
0	P	0	P	2	4;6	0.33471376744410275	0.5297063594403462	608	165
0	P	0	P	3	5;8	0.0	0.012330446830095662	808	0
0	P	0	P	4	7;10	0.0	0.013422806667328528	742	0
0	P	0	P	5	12	0.0	0.02380945599959531	417	0
0	P	0	P	6	11;14	0.0	0.01246881821320655	799	0
0	P	0	P	7	15;16	0.0	0.01285345979194731	775	0
0	P	0	P	8	17;19	0.0	0.012820502257187252	777	0
0	P	0	P	9	25	0.0	0.023980746061334785	414	0
0	P	0	P	10	26	0.0	0.026595650118035198	373	0
1	M1	1	M1	0	0	0.8140202469287643	1	89	99
1	M1	1	M1	1	1;2;3	0.0	0.017211678376473197	578	0
1	M1	1	M1	2	4;6	0.0	0.024509729940316367	405	0
1	M1	1	M1	3	5;8	0.8529374035078279	1	189	197
1	M1	1	M1	4	7;10	0.0	0.024154518565958554	411	0
1	M1	1	M1	5	12	0.08318922982453507	0.3612765474939671	178	19
1	M1	1	M1	6	11;14	0.0	0.025575363495744685	388	0
1	M1	1	M1	7	15;16	0.0	0.023364421908895306	425	0
1	M1	1	M1	8	17;19	0.0	0.024449804311565956	406	0
1	M1	1	M1	9	25	0.0	0.04784633698471555	206	0
1	M1	1	M1	10	26	0.0	0.04444400155675023	222	0
2	M2	2	M2	0	0	0.7874845244355417	1	97	101
2	M2	2	M2	1	1;2;3	0.0	0.016129011210720474	617	0
2	M2	2	M2	2	4;6	0.863841259255722	1	227	235
2	M2	2	M2	3	5;8	0.0	0.024390171000315194	407	0
2	M2	2	M2	4	7;10	0.0	0.024154518565958554	411	0
2	M2	2	M2	5	12	0.0	0.05405325575459152	182	0
2	M2	2	M2	6	11;14	0.7315029200572284	1	222	179
2	M2	2	M2	7	15;16	0.0	0.025510120649924993	389	0
2	M2	2	M2	8	17;19	0.18670195417073907	0.41903441902221666	342	58
2	M2	2	M2	9	25	0.0	0.05076076063477425	194	0
2	M2	2	M2	10	26	0.0	0.05076076063477425	194	0
3	M3	3	M3	0	0	0.7878741079052038	1	108	110
3	M3	3	M3	1	1;2;3	0.0	0.016834992897754388	591	0
3	M3	3	M3	2	4;6	0.8137632308205933	1	194	187
3	M3	3	M3	3	5;8	0.0	0.025380628494420736	391	0
3	M3	3	M3	4	7;10	0.0	0.02375290179403474	418	0
3	M3	3	M3	5	12	0.0	0.045661620043138715	216	0
3	M3	3	M3	6	11;14	0.0	0.026177920302165827	379	0
3	M3	3	M3	7	15;16	0.8681833241089569	1	206	218
3	M3	3	M3	8	17;19	0.0	0.023364421908895306	425	0
3	M3	3	M3	9	25	0.06031058053415586	0.322736971508936	173	15
3	M3	3	M3	10	26	0.0	0.04877990172283211	202	0
4	M4	4	M4	0	0	0.7766703119119531	1	112	111
4	M4	4	M4	1	1;2;3	0.0	0.016501627623302907	603	0
4	M4	4	M4	2	4;6	0.8178129834615899	1	186	182
4	M4	4	M4	3	5;8	0.0	0.025773109832985648	385	0
4	M4	4	M4	4	7;10	0.7794024805431258	1	195	176
4	M4	4	M4	5	12	0.0	0.053762655413413206	183	0
4	M4	4	M4	6	11;14	0.0	0.025575363495744685	388	0
4	M4	4	M4	7	15;16	0.0	0.02380945599959531	417	0
4	M4	4	M4	8	17;19	0.0	0.024813819007751647	400	0
4	M4	4	M4	9	25	0.0	0.0497506218866604	198	0
4	M4	4	M4	10	26	0.17402701464813675	0.49815857020600907	183	34
