5 #anatomical sites
6 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	P_0	0	P	0	34_38_54_60_65	0	0
0	P_0	0	P	1	25_29_41_63	0	0
0	P_0	0	P	2	30_37_39_40_43_45_48_52_56	0	0
0	P_0	0	P	3	31_32_42_46_47_49_51_53	0	0
0	P_0	0	P	4	3_4_5_7_10_11_14_15_18_19_20_23_28_33_44	0.251427	0.30052
0	P_0	0	P	5	35	0	0
0	P_0	0	P	6	27	0	0
0	P_0	0	P	7	24	0	0
0	P_0	0	P	8	22	0.317331	0.548135
0	P_0	0	P	9	2_6_8_9_12_13_16_17_21	0.705254	0.795279
0	P_0	0	P	10	0	0.768528	1
1	P_1	0	P	0	34_38_54_60_65	0	0
1	P_1	0	P	1	25_29_41_63	0	0
1	P_1	0	P	2	30_37_39_40_43_45_48_52_56	0	0
1	P_1	0	P	3	31_32_42_46_47_49_51_53	0	0
1	P_1	0	P	4	3_4_5_7_10_11_14_15_18_19_20_23_28_33_44	0.766851	0.836853
1	P_1	0	P	5	35	0	0
1	P_1	0	P	6	27	0	0
1	P_1	0	P	7	24	0	0
1	P_1	0	P	8	22	0	0
1	P_1	0	P	9	2_6_8_9_12_13_16_17_21	0	0
1	P_1	0	P	10	0	0.901923	1
2	M1_0	1	M1	0	34_38_54_60_65	0	0
2	M1_0	1	M1	1	25_29_41_63	0	0
2	M1_0	1	M1	2	30_37_39_40_43_45_48_52_56	0	0
2	M1_0	1	M1	3	31_32_42_46_47_49_51_53	0.132628	0.185558
2	M1_0	1	M1	4	3_4_5_7_10_11_14_15_18_19_20_23_28_33_44	0	0
2	M1_0	1	M1	5	35	0	0
2	M1_0	1	M1	6	27	0	0
2	M1_0	1	M1	7	24	0.126887	0.283163
2	M1_0	1	M1	8	22	0.824697	1
2	M1_0	1	M1	9	2_6_8_9_12_13_16_17_21	0.964641	1
2	M1_0	1	M1	10	0	0.946075	1
3	M2_0	2	M2	0	34_38_54_60_65	0	0
3	M2_0	2	M2	1	25_29_41_63	0	0
3	M2_0	2	M2	2	30_37_39_40_43_45_48_52_56	0.491522	0.573738
3	M2_0	2	M2	3	31_32_42_46_47_49_51_53	0	0
3	M2_0	2	M2	4	3_4_5_7_10_11_14_15_18_19_20_23_28_33_44	0	0
3	M2_0	2	M2	5	35	0	0
3	M2_0	2	M2	6	27	0.210171	0.400355
3	M2_0	2	M2	7	24	0	0
3	M2_0	2	M2	8	22	0.603155	0.848114
3	M2_0	2	M2	9	2_6_8_9_12_13_16_17_21	0.91369	1
3	M2_0	2	M2	10	0	0.750235	1
4	M3_0	3	M3	0	34_38_54_60_65	0	0
4	M3_0	3	M3	1	25_29_41_63	0.853199	0.987825
4	M3_0	3	M3	2	30_37_39_40_43_45_48_52_56	0	0
4	M3_0	3	M3	3	31_32_42_46_47_49_51_53	0	0
4	M3_0	3	M3	4	3_4_5_7_10_11_14_15_18_19_20_23_28_33_44	0	0
4	M3_0	3	M3	5	35	0	0
4	M3_0	3	M3	6	27	0	0
4	M3_0	3	M3	7	24	0	0
4	M3_0	3	M3	8	22	0.769963	1
4	M3_0	3	M3	9	2_6_8_9_12_13_16_17_21	0.978293	1
4	M3_0	3	M3	10	0	0.93179	1
5	M4_0	4	M4	0	34_38_54_60_65	0.254447	0.340114
5	M4_0	4	M4	1	25_29_41_63	0	0
5	M4_0	4	M4	2	30_37_39_40_43_45_48_52_56	0	0
5	M4_0	4	M4	3	31_32_42_46_47_49_51_53	0	0
5	M4_0	4	M4	4	3_4_5_7_10_11_14_15_18_19_20_23_28_33_44	0	0
5	M4_0	4	M4	5	35	0.66554	0.926886
5	M4_0	4	M4	6	27	0.558946	0.802876
5	M4_0	4	M4	7	24	0.25817	0.465094
5	M4_0	4	M4	8	22	0	0
5	M4_0	4	M4	9	2_6_8_9_12_13_16_17_21	0.920922	1
5	M4_0	4	M4	10	0	0.913113	1
