6 #anatomical sites
6 #samples
13 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.902776419367675	1	189	218
0	P	0	P	1	3;7;10;15;18	0.0	0.005170630125049274	1931	0
0	P	0	P	2	2;9;19	0.8088909476289792	1	678	560
0	P	0	P	3	24	0.490505321143588	0.8012154296007834	281	132
0	P	0	P	4	1;4;13;14;25;26	0.0	0.004466279143245095	2236	0
0	P	0	P	5	5;6;8;11;12;16;20;31;34	0.0	0.002806623521168119	3560	0
0	P	0	P	6	29;30;33;39;43	0.6080527385687197	0.7495867783477332	1374	704
0	P	0	P	7	44	0.023145448747637506	0.14600008515338667	402	14
0	P	0	P	8	32;37;38;46	0.0	0.006514656596217439	1532	0
0	P	0	P	9	48;49;50	0.0	0.008635575358281734	1155	0
0	P	0	P	10	27;35;36;40;41;42;47;51	0.0	0.003137746943024184	3184	0
0	P	0	P	11	52;54;55	0.0	0.008445942928434749	1181	0
0	P	0	P	12	53;56;58;59	0.0	0.006464122758921206	1544	0
1	M1	1	M1	0	0	0.6342387595754087	1	113	86
1	M1	1	M1	1	3;7;10;15;18	0.6527919908140072	0.8665027670756864	592	361
1	M1	1	M1	2	2;9;19	0.0	0.01666664344114851	597	0
1	M1	1	M1	3	24	0.0	0.05050439981351178	195	0
1	M1	1	M1	4	1;4;13;14;25;26	0.0	0.008019243608196277	1244	0
1	M1	1	M1	5	5;6;8;11;12;16;20;31;34	0.0	0.005405404614864247	1847	0
1	M1	1	M1	6	29;30;33;39;43	0.0	0.010152279021396015	982	0
1	M1	1	M1	7	44	0.0	0.046295795522400304	213	0
1	M1	1	M1	8	32;37;38;46	0.0	0.012165441097385477	819	0
1	M1	1	M1	9	48;49;50	0.0	0.016447346101302027	605	0
1	M1	1	M1	10	27;35;36;40;41;42;47;51	0.0	0.006510415285131084	1533	0
1	M1	1	M1	11	52;54;55	0.0	0.01692044946920658	588	0
1	M1	1	M1	12	53;56;58;59	0.0	0.011961713909941697	833	0
2	M2	2	M2	0	0	0.7664287819851417	1	108	107
2	M2	2	M2	1	3;7;10;15;18	0.0	0.009541980380558158	1045	0
2	M2	2	M2	2	2;9;19	0.0	0.015408302145622952	646	0
2	M2	2	M2	3	24	0.0	0.04761850253857601	207	0
2	M2	2	M2	4	1;4;13;14;25;26	0.7565747303997197	0.951110522017074	686	510
2	M2	2	M2	5	5;6;8;11;12;16;20;31;34	0.0	0.005571029775181207	1792	0
2	M2	2	M2	6	29;30;33;39;43	0.0	0.010395004767085742	959	0
2	M2	2	M2	7	44	0.0	0.043477846323044904	227	0
