5 #anatomical sites
5 #samples
10 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.8430963215789398	1	217	217
0	P	0	P	1	3	0.23560007382574674	0.4927809917918333	309	66
0	P	0	P	2	7	0.0	0.12674187140680865	390	11
0	P	0	P	3	12	0.0	0.02604157790162277	381	0
0	P	0	P	4	16	0.0	0.024937577930052794	398	0
0	P	0	P	5	2;11;14;17;18	0.0	0.005047954934184682	1978	0
0	P	0	P	6	4;10;19	0.0	0.008340280664031774	1196	0
0	P	0	P	7	23;24	0.0	0.012562804131805784	793	0
0	P	0	P	8	26;30	0.0	0.013333321449807926	747	0
0	P	0	P	9	5;8;9;13;15;22;27;28;35;36;37;38;39;40	0.0	0.0018018017725436035	5547	0
1	M1	1	M1	0	0	0.8947360787456108	1	82	107
1	M1	1	M1	1	3	0.7851979075633397	1	103	105
1	M1	1	M1	2	7	0.0	0.04901901307130063	201	0
1	M1	1	M1	3	12	0.9299060810728597	1	91	124
1	M1	1	M1	4	16	0.05091185650472958	0.30850870511965867	165	13
1	M1	1	M1	5	2;11;14;17;18	0.0	0.01025640485076441	972	0
1	M1	1	M1	6	4;10;19	0.0	0.016051343621542882	620	0
1	M1	1	M1	7	23;24	0.0	0.02456995004121462	404	0
1	M1	1	M1	8	26;30	0.0	0.02597393790005811	382	0
1	M1	1	M1	9	5;8;9;13;15;22;27;28;35;36;37;38;39;40	0.0	0.0035599855343088765	2806	0
2	M2	2	M2	0	0	0.8174488809446748	1	92	102
2	M2	2	M2	1	3	0.0	0.051281369987653216	192	0
2	M2	2	M2	2	7	0.0	0.05208261948653281	189	0
2	M2	2	M2	3	12	0.0	0.043477846323044904	227	0
2	M2	2	M2	4	16	0.0	0.04739282758612535	208	0
2	M2	2	M2	5	2;11;14;17;18	0.0	0.010277486852809516	970	0
2	M2	2	M2	6	4;10;19	0.9027762525403277	1	271	294
2	M2	2	M2	7	23;24	0.2014084341126307	0.4304860422942959	357	64
2	M2	2	M2	8	26;30	0.0	0.02320179340677333	428	0
2	M2	2	M2	9	5;8;9;13;15;22;27;28;35;36;37;38;39;40	0.0	0.003456619219556125	2890	0
3	M3	3	M3	0	0	0.7689370214889222	1	88	90
3	M3	3	M3	1	3	0.0	0.05263084223860741	187	0
3	M3	3	M3	2	7	0.0	0.05263084223860741	187	0
3	M3	3	M3	3	12	0.0	0.045661620043138715	216	0
3	M3	3	M3	4	16	0.0	0.04854311175967327	203	0
3	M3	3	M3	5	2;11;14;17;18	0.9015364022559651	1	502	507
3	M3	3	M3	6	4;10;19	0.0	0.016501627623302907	603	0
3	M3	3	M3	7	23;24	0.0	0.026246628277956093	378	0
3	M3	3	M3	8	26;30	0.0780982006978925	0.25082891263633267	372	30
3	M3	3	M3	9	5;8;9;13;15;22;27;28;35;36;37;38;39;40	0.0	0.0036818848754369186	2713	0
4	M4	4	M4	0	0	0.6572862218686365	1	96	78
4	M4	4	M4	1	3	0.42744284033195046	0.8470824061095927	141	64
4	M4	4	M4	2	7	0.0	0.05649626318309592	174	0
4	M4	4	M4	3	12	0.0	0.04761850253857601	207	0
4	M4	4	M4	4	16	0.0	0.051281369987653216	192	0
4	M4	4	M4	5	2;11;14;17;18	0.0	0.010040155571908843	993	0
4	M4	4	M4	6	4;10;19	0.0	0.01824814468842838	545	0
4	M4	4	M4	7	23;24	0.0	0.023923376186563216	415	0
4	M4	4	M4	8	26;30	0.0	0.02604157790162277	381	0
4	M4	4	M4	9	5;8;9;13;15;22;27;28;35;36;37;38;39;40	0.4201703822793495	0.5251382106671527	2163	667
