5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0;1	0.8260997763935667	1	210	208
0	P	0	P	1	2	0.10605764619263287	0.42487190304849265	173	23
0	P	0	P	2	5;6;10	0.185441045110032	0.3792024454860813	526	83
0	P	0	P	3	11	0.14345533835304367	0.49255315810342226	166	28
0	P	0	P	4	8;9;12	0.0	0.017330996411749903	574	0
0	P	0	P	5	20	0.12068974119905723	0.46440468336500806	160	24
0	P	0	P	6	3;7;21;23;24	0.6178714133535802	0.8241269521079582	672	377
0	P	0	P	7	13;15;19;22;25	0.0	0.01033057298854748	965	0
0	P	0	P	8	28	0.0	0.046511120090990454	212	0
0	P	0	P	9	32;34	0.0	0.023980746061334785	414	0
0	P	0	P	10	17;27;35	0.0	0.016260141036180516	612	0
0	P	0	P	11	16;18;26;36	0.0	0.013020822266630688	765	0
0	P	0	P	12	30;33;38	0.0	0.016501627623302907	603	0
0	P	0	P	13	41	0.0	0.049999368698825125	197	0
0	P	0	P	14	14;40;43	0.0	0.016474442149535126	604	0
1	M1	1	M1	0	0;1	0.8173795074172503	1	185	184
1	M1	1	M1	1	2	0.5821662744704635	1	105	74
1	M1	1	M1	2	5;6;10	0.8593143728107105	1	327	324
1	M1	1	M1	3	11	0.8517460933116157	1	96	115
1	M1	1	M1	4	8;9;12	0.0	0.017211678376473197	578	0
1	M1	1	M1	5	20	0.0	0.04877990172283211	202	0
1	M1	1	M1	6	3;7;21;23;24	0.0	0.010090812208353627	988	0
1	M1	1	M1	7	13;15;19;22;25	0.0	0.009643197050580313	1034	0
1	M1	1	M1	8	28	0.0	0.04807636206962323	205	0
1	M1	1	M1	9	32;34	0.0	0.023866280151308063	416	0
1	M1	1	M1	10	17;27;35	0.421548721953698	0.6750079932925362	433	161
1	M1	1	M1	11	16;18;26;36	0.0	0.013550123028126849	735	0
1	M1	1	M1	12	30;33;38	0.0	0.016339847396554627	609	0
1	M1	1	M1	13	41	0.0	0.05649626318309592	174	0
1	M1	1	M1	14	14;40;43	0.0	0.01582276494028154	629	0
2	M2	2	M2	0	0;1	0.8248120180010678	1	207	205
2	M2	2	M2	1	2	0.7975427831688674	1	91	100
2	M2	2	M2	2	5;6;10	0.0	0.015772850980262525	631	0
2	M2	2	M2	3	11	0.0	0.04784633698471555	206	0
2	M2	2	M2	4	8;9;12	0.9017904423380214	1	292	318
2	M2	2	M2	5	20	0.0	0.055554688604008556	177	0
2	M2	2	M2	6	3;7;21;23;24	0.0	0.010090812208353627	988	0
2	M2	2	M2	7	13;15;19;22;25	0.0	0.009643197050580313	1034	0
2	M2	2	M2	8	28	0.11126894057451935	0.4100037168371309	197	26
2	M2	2	M2	9	32;34	0.0	0.02499992148278196	397	0
2	M2	2	M2	10	17;27;35	0.0	0.016129011210720474	617	0
2	M2	2	M2	11	16;18;26;36	0.0	0.012004793249582205	830	0
2	M2	2	M2	12	30;33;38	0.0	0.017152633342553233	580	0
2	M2	2	M2	13	41	0.0	0.04405243218583885	224	0
2	M2	2	M2	14	14;40;43	0.0	0.016583725046821346	600	0
3	M3	3	M3	0	0;1	0.7805679866160036	1	197	181
3	M3	3	M3	1	2	0.0	0.05263084223860741	187	0
3	M3	3	M3	2	5;6;10	0.0	0.016949128114383864	587	0
3	M3	3	M3	3	11	0.0	0.05617887866396899	175	0
3	M3	3	M3	4	8;9;12	0.0	0.01552793153199176	641	0
3	M3	3	M3	5	20	0.0	0.04761850253857601	207	0
3	M3	3	M3	6	3;7;21;23;24	0.8599350864313765	1	520	489
3	M3	3	M3	7	13;15;19;22;25	0.0	0.010090812208353627	988	0
3	M3	3	M3	8	28	0.0	0.046511120090990454	212	0
3	M3	3	M3	9	32;34	0.8335278234883686	1	190	194
3	M3	3	M3	10	17;27;35	0.0	0.01692044946920658	588	0
3	M3	3	M3	11	16;18;26;36	0.0	0.01265821768118888	787	0
3	M3	3	M3	12	30;33;38	0.0	0.015455932022665417	644	0
3	M3	3	M3	13	41	0.15739370931834373	0.5048309014945773	173	31
3	M3	3	M3	14	14;40;43	0.0	0.017667816849918843	563	0
4	M4	4	M4	0	0;1	0.860224219767806	1	189	203
4	M4	4	M4	1	2	0.6899238749962536	1	100	88
4	M4	4	M4	2	5;6;10	0.8223368081684506	1	296	277
4	M4	4	M4	3	11	0.0	0.048308609540179806	204	0
4	M4	4	M4	4	8;9;12	0.0	0.01824814468842838	545	0
4	M4	4	M4	5	20	0.0	0.051812768732640443	190	0
4	M4	4	M4	6	3;7;21;23;24	0.0	0.009823177962436194	1015	0
4	M4	4	M4	7	13;15;19;22;25	0.0	0.009689917922633191	1029	0
4	M4	4	M4	8	28	0.0	0.04784633698471555	206	0
4	M4	4	M4	9	32;34	0.0	0.024691282384448232	402	0
4	M4	4	M4	10	17;27;35	0.0	0.016129011210720474	617	0
4	M4	4	M4	11	16;18;26;36	0.0	0.012499990209911252	797	0
4	M4	4	M4	12	30;33;38	0.0	0.01584784057426374	628	0
4	M4	4	M4	13	41	0.0	0.046082455447342	214	0
4	M4	4	M4	14	14;40;43	0.4693635674559762	0.7284715465870291	422	178
5	M5	5	M5	0	0;1	0.7981356810736919	1	197	187
5	M5	5	M5	1	2	0.7803894566312299	1	102	106
5	M5	5	M5	2	5;6;10	0.9247416403584167	1	300	340
5	M5	5	M5	3	11	0.0	0.045044583903016654	219	0
5	M5	5	M5	4	8;9;12	0.0	0.016447346101302027	605	0
5	M5	5	M5	5	20	0.0	0.05208261948653281	189	0
5	M5	5	M5	6	3;7;21;23;24	0.0	0.009930481687649522	1004	0
5	M5	5	M5	7	13;15;19;22;25	0.0	0.010010004984923502	996	0
5	M5	5	M5	8	28	0.0	0.049999368698825125	197	0
5	M5	5	M5	9	32;34	0.0	0.025575363495744685	388	0
5	M5	5	M5	10	17;27;35	0.0	0.017035750322896486	584	0
5	M5	5	M5	11	16;18;26;36	0.8422194243691812	1	418	389
5	M5	5	M5	12	30;33;38	0.0	0.016260141036180516	612	0
5	M5	5	M5	13	41	0.0	0.049999368698825125	197	0
5	M5	5	M5	14	14;40;43	0.0	0.01672238456716342	595	0
6	M6	6	M6	0	0;1	0.7836544824551118	1	192	178
6	M6	6	M6	1	2	0.0	0.0495043378213925	199	0
6	M6	6	M6	2	5;6;10	0.0	0.017006778042700274	585	0
6	M6	6	M6	3	11	0.0	0.04405243218583885	224	0
6	M6	6	M6	4	8;9;12	0.0	0.015923546626624787	625	0
6	M6	6	M6	5	20	0.0	0.0454540715822076	217	0
6	M6	6	M6	6	3;7;21;23;24	0.8411762783659114	1	512	465
6	M6	6	M6	7	13;15;19;22;25	0.0	0.00955109401155645	1044	0
6	M6	6	M6	8	28	0.0	0.04854311175967327	203	0
6	M6	6	M6	9	32;34	0.0	0.024154518565958554	411	0
6	M6	6	M6	10	17;27;35	0.0	0.01584784057426374	628	0
6	M6	6	M6	11	16;18;26;36	0.0	0.01212120319511121	822	0
6	M6	6	M6	12	30;33;38	0.9027593241244177	1	303	329
6	M6	6	M6	13	41	0.0	0.06172720434782029	159	0
6	M6	6	M6	14	14;40;43	0.0	0.016583725046821346	600	0
