8 #anatomical sites
8 #samples
16 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.8029924162244249	1	225	212
0	P	0	P	1	1;2	0.4575564774727665	0.6784699713284613	594	233
0	P	0	P	2	4;10;13;15;17	0.0	0.004943153127559436	2020	0
0	P	0	P	3	21	0.0	0.025125548431841727	395	0
0	P	0	P	4	33	0.0	0.023474113423241284	423	0
0	P	0	P	5	3;5;6;7;11;12;14;16;20;29;30;31;34;36;38	0.0	0.0016843523426141244	5934	0
0	P	0	P	6	8;9;18;19;25;26;27;32;37;42;43;44;45;46	0.49553741071098134	0.5787358534263642	4171	1529
0	P	0	P	7	47	0.44497645602581637	0.7658959796481491	282	120
0	P	0	P	8	41;49;55;58;59	0.0	0.005096839296527002	1959	0
0	P	0	P	9	48;51;54;60;61;62;64	0.0	0.0036630034170800105	2727	0
0	P	0	P	10	53;65	0.0	0.01285345979194731	775	0
0	P	0	P	11	67	0.0	0.02375290179403474	418	0
0	P	0	P	12	52;57;68	0.0	0.00877962786578277	1136	0
0	P	0	P	13	69	0.0	0.024390171000315194	407	0
0	P	0	P	14	50;56;63;70;71	0.3017635710634639	0.4235399445648206	1636	359
0	P	0	P	15	72	0.0	0.023866280151308063	416	0
1	M1	1	M1	0	0	0.735137400062245	1	110	104
1	M1	1	M1	1	1;2	0.0	0.02293571921191575	433	0
1	M1	1	M1	2	4;10;13;15;17	0.8888328478092766	1	515	514
1	M1	1	M1	3	21	0.06345018874332885	0.35956359659555115	167	16
1	M1	1	M1	4	33	0.0	0.048308609540179806	204	0
1	M1	1	M1	5	3;5;6;7;11;12;14;16;20;29;30;31;34;36;38	0.0	0.0033579581718693537	2975	0
1	M1	1	M1	6	8;9;18;19;25;26;27;32;37;42;43;44;45;46	0.0	0.003566333581886342	2801	0
1	M1	1	M1	7	47	0.0	0.049999368698825125	197	0
1	M1	1	M1	8	41;49;55;58;59	0.0	0.009900985236433874	1007	0
1	M1	1	M1	9	48;51;54;60;61;62;64	0.0	0.007153073989993618	1395	0
1	M1	1	M1	10	53;65	0.0	0.025252444327783338	393	0
1	M1	1	M1	11	67	0.0	0.049999368698825125	197	0
1	M1	1	M1	12	52;57;68	0.0	0.015673961877289214	635	0
1	M1	1	M1	13	69	0.0	0.052355295784741844	188	0
1	M1	1	M1	14	50;56;63;70;71	0.0	0.009881418091116662	1009	0
1	M1	1	M1	15	72	0.0	0.0467284569718802	211	0
2	M2	2	M2	0	0	0.855291300773416	1	86	107
2	M2	2	M2	1	1;2	0.04205420014140077	0.195649630427982	395	21
2	M2	2	M2	2	4;10;13;15;17	0.4308663442812367	0.6312969027575084	710	254
2	M2	2	M2	3	21	0.0	0.05076076063477425	194	0
2	M2	2	M2	4	33	0.33602660223096786	0.8000441630523147	130	49
2	M2	2	M2	5	3;5;6;7;11;12;14;16;20;29;30;31;34;36;38	0.2169333609053292	0.3044779844966363	2573	382
2	M2	2	M2	6	8;9;18;19;25;26;27;32;37;42;43;44;45;46	0.0	0.0036010080486747363	2774	0
2	M2	2	M2	7	47	0.0	0.048308609540179806	204	0
2	M2	2	M2	8	41;49;55;58;59	0.0	0.009910797897967224	1006	0
2	M2	2	M2	9	48;51;54;60;61;62;64	0.0	0.007178749044919545	1390	0
2	M2	2	M2	10	53;65	0.0	0.024213003738097955	410	0
2	M2	2	M2	11	67	0.0	0.04807636206962323	205	0
2	M2	2	M2	12	52;57;68	0.0	0.016260141036180516	612	0
2	M2	2	M2	13	69	0.0	0.04739282758612535	208	0
2	M2	2	M2	14	50;56;63;70;71	0.0	0.010030085215403654	994	0
2	M2	2	M2	15	72	0.0	0.051812768732640443	190	0
3	M3	3	M3	0	0	0.829906215629534	1	100	115
3	M3	3	M3	1	1;2	0.7926517076881099	1	211	197
3	M3	3	M3	2	4;10;13;15;17	0.0	0.009871663492470737	1010	0
3	M3	3	M3	3	21	0.0	0.04877990172283211	202	0
3	M3	3	M3	4	33	0.0	0.05076076063477425	194	0
3	M3	3	M3	5	3;5;6;7;11;12;14;16;20;29;30;31;34;36;38	0.0	0.0032488627264137073	3075	0
