9 #anatomical sites
9 #samples
19 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.7711149556223459	1	217	195
0	P	0	P	1	4;19;22	0.8722357792425373	1	611	583
0	P	0	P	2	25	0.0	0.02680955460748006	370	0
0	P	0	P	3	24;28;29	0.0	0.007923927777800878	1259	0
0	P	0	P	4	40	0.0	0.027397156884768518	362	0
0	P	0	P	5	42	0.0	0.02604157790162277	381	0
0	P	0	P	6	32;49	0.0	0.01221000308613026	816	0
0	P	0	P	7	5;10;15;20;21;44;51	0.0	0.0035574526384830967	2808	0
0	P	0	P	8	2;8;9;12;16;18;23;35;53	0.0	0.002718868849969143	3675	0
0	P	0	P	9	68	0.0	0.02352934632370017	422	0
0	P	0	P	10	48;56;61;79	0.0	0.006157634299162053	1621	0
0	P	0	P	11	80	0.0	0.02380945599959531	417	0
0	P	0	P	12	75;81	0.0	0.0122249297178937	815	0
0	P	0	P	13	82	0.0	0.023364421908895306	425	0
0	P	0	P	14	27;31;36;37;47;50;58;59;63;64;86	0.4104517326878594	0.5015173510384011	3431	1010
0	P	0	P	15	41;43;54;57;87	0.0	0.0048971590596062625	2039	0
0	P	0	P	16	77;84;90;91	0.0	0.0060864261384742735	1640	0
0	P	0	P	17	66;78;89;102	0.0	0.006165226940291221	1619	0
0	P	0	P	18	96;99;100;103	0.0	0.006161428280651839	1620	0
1	M1	1	M1	0	0	0.7482100314788385	1	95	96
1	M1	1	M1	1	4;19;22	0.257376332852067	0.49022420218503177	467	104
1	M1	1	M1	2	25	0.0	0.049260480109571674	200	0
1	M1	1	M1	3	24;28;29	0.25241493836204026	0.4842465619010046	467	102
1	M1	1	M1	4	40	0.0	0.049999368698825125	197	0
1	M1	1	M1	5	42	0.23201695169455933	0.6267112144735271	169	43
1	M1	1	M1	6	32;49	0.0	0.026315697870885304	377	0
1	M1	1	M1	7	5;10;15;20;21;44;51	0.5893349534671721	0.770110902861473	946	485
1	M1	1	M1	8	2;8;9;12;16;18;23;35;53	0.0	0.005373454355048957	1858	0
1	M1	1	M1	9	68	0.0	0.051812768732640443	190	0
1	M1	1	M1	10	48;56;61;79	0.0	0.01209188956660794	824	0
1	M1	1	M1	11	80	0.0	0.054347014652876564	181	0
1	M1	1	M1	12	75;81	0.0	0.023980746061334785	414	0
1	M1	1	M1	13	82	0.0	0.05263084223860741	187	0
1	M1	1	M1	14	27;31;36;37;47;50;58;59;63;64;86	0.0	0.0044984250955004135	2220	0
1	M1	1	M1	15	41;43;54;57;87	0.0	0.00943395805812143	1057	0
1	M1	1	M1	16	77;84;90;91	0.0	0.012048184005456885	827	0
1	M1	1	M1	17	66;78;89;102	0.0	0.01246881821320655	799	0
1	M1	1	M1	18	96;99;100;103	0.0	0.011947422754907044	834	0
2	M2	2	M2	0	0	0.7471046916698734	1	107	105
2	M2	2	M2	1	4;19;22	0.7661274176900388	1	343	285
2	M2	2	M2	2	25	0.0	0.04739282758612535	208	0
2	M2	2	M2	3	24;28;29	0.0	0.018148790328603847	548	0
2	M2	2	M2	4	40	0.0	0.045248401328874505	218	0
2	M2	2	M2	5	42	0.0	0.044642408279200366	221	0
2	M2	2	M2	6	32;49	0.671678599924983	1	239	174
2	M2	2	M2	7	5;10;15;20;21;44;51	0.0	0.007315286993714743	1364	0
2	M2	2	M2	8	2;8;9;12;16;18;23;35;53	0.10407423595762653	0.1909209401905428	1721	133
2	M2	2	M2	9	68	0.0	0.05208261948653281	189	0
2	M2	2	M2	10	48;56;61;79	0.0	0.01278771330275095	779	0
2	M2	2	M2	11	80	0.0	0.05025061538281591	196	0
2	M2	2	M2	12	75;81	0.0	0.024213003738097955	410	0
2	M2	2	M2	13	82	0.0	0.05025061538281591	196	0
2	M2	2	M2	14	27;31;36;37;47;50;58;59;63;64;86	0.0	0.0045703834344717345	2185	0
2	M2	2	M2	15	41;43;54;57;87	0.0	0.010204076309381051	977	0
2	M2	2	M2	16	77;84;90;91	0.0	0.012626252536242576	789	0
2	M2	2	M2	17	66;78;89;102	0.0	0.012180258908583758	818	0
2	M2	2	M2	18	96;99;100;103	0.0	0.01270647002123287	784	0
3	M3	3	M3	0	0	0.7295827172545611	1	94	92
3	M3	3	M3	1	4;19;22	0.8364410510612584	1	316	304
3	M3	3	M3	2	25	0.7310598795778804	1	95	93
3	M3	3	M3	3	24;28;29	0.0	0.017330996411749903	574	0
3	M3	3	M3	4	40	0.0	0.044842594379736346	220	0
3	M3	3	M3	5	42	0.0	0.05050439981351178	195	0
3	M3	3	M3	6	32;49	0.0	0.02531637415423911	392	0
3	M3	3	M3	7	5;10;15;20;21;44;51	0.0	0.007418395581811102	1345	0
3	M3	3	M3	8	2;8;9;12;16;18;23;35;53	0.0	0.005694759895578827	1753	0
3	M3	3	M3	9	68	0.09228911944638424	0.40673664260526543	181	22
3	M3	3	M3	10	48;56;61;79	0.0	0.012048184005456885	827	0
3	M3	3	M3	11	80	0.0	0.05101973727906271	193	0
3	M3	3	M3	12	75;81	0.0	0.02544520982549987	390	0
3	M3	3	M3	13	82	0.0	0.053475162960304544	184	0
3	M3	3	M3	14	27;31;36;37;47;50;58;59;63;64;86	0.0	0.004387889002402761	2276	0
3	M3	3	M3	15	41;43;54;57;87	0.0	0.009900985236433874	1007	0
3	M3	3	M3	16	77;84;90;91	0.0	0.012254892735817943	813	0
3	M3	3	M3	17	66;78;89;102	0.0	0.011709593826902807	851	0
3	M3	3	M3	18	96;99;100;103	0.0	0.01265821768118888	787	0
4	M4	4	M4	0	0	0.8057887908382602	1	92	104
4	M4	4	M4	1	4;19;22	0.8495720904430727	1	313	309
4	M4	4	M4	2	25	0.0	0.04807636206962323	205	0
4	M4	4	M4	3	24;28;29	0.8889300197322796	1	313	333
4	M4	4	M4	4	40	0.22384699036372635	0.6275309707801868	160	40
4	M4	4	M4	5	42	0.0	0.05464398388474083	180	0
4	M4	4	M4	6	32;49	0.0	0.02409631524758569	412	0
4	M4	4	M4	7	5;10;15;20;21;44;51	0.0	0.007137756922897406	1398	0
4	M4	4	M4	8	2;8;9;12;16;18;23;35;53	0.0	0.005777006544990982	1728	0
4	M4	4	M4	9	68	0.0	0.04132195831800574	239	0
4	M4	4	M4	10	48;56;61;79	0.0	0.01221000308613026	816	0
4	M4	4	M4	11	80	0.0	0.046082455447342	214	0
4	M4	4	M4	12	75;81	0.0	0.022988444722958745	432	0
4	M4	4	M4	13	82	0.0	0.051281369987653216	192	0
4	M4	4	M4	14	27;31;36;37;47;50;58;59;63;64;86	0.0	0.004476275289727041	2231	0
4	M4	4	M4	15	41;43;54;57;87	0.542956313755944	0.755588403921216	683	326
4	M4	4	M4	16	77;84;90;91	0.0	0.012453290443852403	800	0
4	M4	4	M4	17	66;78;89;102	0.0	0.012987002006394993	767	0
4	M4	4	M4	18	96;99;100;103	0.0	0.012515634728770266	796	0
5	M5	5	M5	0	0	0.732772257343503	1	120	112
5	M5	5	M5	1	4;19;22	0.9224481327569594	1	264	306
5	M5	5	M5	2	25	0.0	0.05050439981351178	195	0
5	M5	5	M5	3	24;28;29	0.8779856898603766	1	303	317
5	M5	5	M5	4	40	0.0	0.049260480109571674	200	0
5	M5	5	M5	5	42	0.0	0.05101973727906271	193	0
5	M5	5	M5	6	32;49	0.0	0.023148085841799393	429	0
5	M5	5	M5	7	5;10;15;20;21;44;51	0.0	0.007390980979028983	1350	0
