8 #anatomical sites
8 #samples
15 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.8086101865451333	1	199	193
0	P	0	P	1	1	0.435949268323357	0.7441765054856139	302	124
0	P	0	P	2	2;3	0.17175723145277905	0.3336128072054019	716	100
0	P	0	P	3	7	0.09756639862024907	0.30791149924360595	343	35
0	P	0	P	4	10;12;14;16;18;19;21	0.0	0.0035727043091578503	2796	0
0	P	0	P	5	24	0.0	0.024449804311565956	406	0
0	P	0	P	6	11;13;15;17;20;22;35;36;43	0.0	0.0027731557446663804	3603	0
0	P	0	P	7	31;38;40;50;54;56;59	0.0	0.0034698124210971646	2879	0
0	P	0	P	8	51;55;64	0.0	0.008361201085836224	1193	0
0	P	0	P	9	67;76;77;79	0.0	0.005920662075316738	1686	0
0	P	0	P	10	34;37;47;60;75;80;82	0.0	0.0035236079558743963	2835	0
0	P	0	P	11	52;63;66;70;83	0.0	0.005076141477324869	1967	0
0	P	0	P	12	33;39;41;42;44;45;46;48;49;53;57;58;61;62;65;68;73;78;86;87	0.0	0.0012525050001931247	7981	0
0	P	0	P	13	88	0.0	0.025380628494420736	391	0
0	P	0	P	14	89	0.0	0.023640595563410388	420	0
1	M1	1	M1	0	0	0.7384271822550156	1	87	87
1	M1	1	M1	1	1	0.0	0.04761850253857601	207	0
1	M1	1	M1	2	2;3	0.0	0.023866280151308063	416	0
1	M1	1	M1	3	7	0.0	0.04694783450622614	210	0
1	M1	1	M1	4	10;12;14;16;18;19;21	0.922661847271551	1	716	738
1	M1	1	M1	5	24	0.0	0.045661620043138715	216	0
1	M1	1	M1	6	11;13;15;17;20;22;35;36;43	0.0	0.005488473376606892	1819	0
1	M1	1	M1	7	31;38;40;50;54;56;59	0.0	0.0069978989139527804	1426	0
1	M1	1	M1	8	51;55;64	0.0	0.017093992033573025	582	0
1	M1	1	M1	9	67;76;77;79	0.0	0.012285002991825365	811	0
1	M1	1	M1	10	34;37;47;60;75;80;82	0.0	0.007017542129294112	1422	0
1	M1	1	M1	11	52;63;66;70;83	0.0	0.010373438390457944	961	0
1	M1	1	M1	12	33;39;41;42;44;45;46;48;49;53;57;58;61;62;65;68;73;78;86;87	0.0	0.002472187810695476	4042	0
1	M1	1	M1	13	88	0.0	0.05050439981351178	195	0
1	M1	1	M1	14	89	0.0	0.05025061538281591	196	0
2	M2	2	M2	0	0	0.7757787619989586	1	88	94
2	M2	2	M2	1	1	0.0	0.043289634119458444	228	0
2	M2	2	M2	2	2;3	0.8489403300849335	1	201	210
2	M2	2	M2	3	7	0.0	0.053762655413413206	183	0
2	M2	2	M2	4	10;12;14;16;18;19;21	0.0	0.007002799400980947	1425	0
2	M2	2	M2	5	24	0.0	0.043289634119458444	228	0
2	M2	2	M2	6	11;13;15;17;20;22;35;36;43	0.9103905426925164	1	916	903
2	M2	2	M2	7	31;38;40;50;54;56;59	0.0	0.007007706756240943	1424	0
2	M2	2	M2	8	51;55;64	0.0	0.01666664344114851	597	0
2	M2	2	M2	9	67;76;77;79	0.0	0.012345669580686298	807	0
2	M2	2	M2	10	34;37;47;60;75;80;82	0.0	0.007147961001912071	1396	0
2	M2	2	M2	11	52;63;66;70;83	0.0	0.009746584055484295	1023	0
2	M2	2	M2	12	33;39;41;42;44;45;46;48;49;53;57;58;61;62;65;68;73;78;86;87	0.0	0.0024570023828030863	4067	0
2	M2	2	M2	13	88	0.0	0.051281369987653216	192	0
2	M2	2	M2	14	89	0.0	0.052355295784741844	188	0
3	M3	3	M3	0	0	0.7855903721368276	1	110	114
3	M3	3	M3	1	1	0.0	0.04716928156989335	209	0
3	M3	3	M3	2	2;3	0.0	0.027322301829060237	363	0
3	M3	3	M3	3	7	0.0	0.04877990172283211	202	0
3	M3	3	M3	4	10;12;14;16;18;19;21	0.9325074428800976	1	666	704
3	M3	3	M3	5	24	0.0	0.04694783450622614	210	0
3	M3	3	M3	6	11;13;15;17;20;22;35;36;43	0.0	0.005589714050310935	1786	0
3	M3	3	M3	7	31;38;40;50;54;56;59	0.0	0.00707213401393463	1411	0
3	M3	3	M3	8	51;55;64	0.0	0.017391277955437046	572	0
3	M3	3	M3	9	67;76;77;79	0.0	0.012919885829718085	771	0
3	M3	3	M3	10	34;37;47;60;75;80;82	0.8877643039652207	1	708	683
3	M3	3	M3	11	52;63;66;70;83	0.0	0.009881418091116662	1009	0
3	M3	3	M3	12	33;39;41;42;44;45;46;48;49;53;57;58;61;62;65;68;73;78;86;87	0.0	0.0025031288326809466	3992	0
3	M3	3	M3	13	88	0.13474637710135706	0.48228833695797046	167	27
3	M3	3	M3	14	89	0.0	0.04854311175967327	203	0
4	M4	4	M4	0	0	0.6975844930485863	1	106	94
4	M4	4	M4	1	1	0.0	0.04784633698471555	206	0
4	M4	4	M4	2	2;3	0.800734279566615	1	210	199
4	M4	4	M4	3	7	0.0	0.04694783450622614	210	0
4	M4	4	M4	4	10;12;14;16;18;19;21	0.0	0.007204609078483439	1385	0
4	M4	4	M4	5	24	0.0	0.05290930440355724	186	0
4	M4	4	M4	6	11;13;15;17;20;22;35;36;43	0.8833288485380293	1	881	827
4	M4	4	M4	7	31;38;40;50;54;56;59	0.0	0.007117435917077789	1402	0
4	M4	4	M4	8	51;55;64	0.7882707939487755	1	313	273
4	M4	4	M4	9	67;76;77;79	0.0	0.012453290443852403	800	0
4	M4	4	M4	10	34;37;47;60;75;80;82	0.0	0.007541475981908738	1323	0
4	M4	4	M4	11	52;63;66;70;83	0.0	0.010266935029421165	971	0
4	M4	4	M4	12	33;39;41;42;44;45;46;48;49;53;57;58;61;62;65;68;73;78;86;87	0.0	0.0024789290264236818	4031	0
4	M4	4	M4	13	88	0.0	0.05405325575459152	182	0
4	M4	4	M4	14	89	0.0	0.04761850253857601	207	0
5	M5	5	M5	0	0	0.7978081926997602	1	95	104
5	M5	5	M5	1	1	0.0	0.0467284569718802	211	0
