5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.568557766685886	1	107	73
0	P	0	P	1	1	0.0	0.045661620043138715	216	0
0	P	0	P	2	11;12;16	0.0	0.016366590119055516	608	0
0	P	0	P	3	17;18	0.0	0.027026927780265286	367	0
0	P	0	P	4	23;24	0.0	0.02456995004121462	404	0
0	P	0	P	5	4;25	0.0	0.026315697870885304	377	0
0	P	0	P	6	26	0.0	0.0497506218866604	198	0
0	P	0	P	7	7;8;14;31	0.0	0.01265821768118888	787	0
0	P	0	P	8	28;32;40	0.0	0.01672238456716342	595	0
0	P	0	P	9	6;9;10;13;15;36;42	0.0	0.00687285060820963	1452	0
0	P	0	P	10	29;35;38;46	0.0	0.012610330427328408	790	0
0	P	0	P	11	44;47	0.0	0.025773109832985648	385	0
1	M1	1	M1	0	0	0.7765014991668784	1	98	102
1	M1	1	M1	1	1	0.0	0.04901901307130063	201	0
1	M1	1	M1	2	11;12;16	0.0	0.017301012079189663	575	0
1	M1	1	M1	3	17;18	0.03238717417487177	0.1767807917176639	379	17
1	M1	1	M1	4	23;24	0.0	0.02330995968532049	426	0
1	M1	1	M1	5	4;25	0.0	0.02433082787288536	408	0
1	M1	1	M1	6	26	0.0	0.0495043378213925	199	0
1	M1	1	M1	7	7;8;14;31	0.0	0.012820502257187252	777	0
1	M1	1	M1	8	28;32;40	0.0	0.017182105133765245	579	0
1	M1	1	M1	9	6;9;10;13;15;36;42	0.0	0.006858708946964611	1455	0
1	M1	1	M1	10	29;35;38;46	0.0	0.012180258908583758	818	0
1	M1	1	M1	11	44;47	0.0	0.025252444327783334	393	0
2	M2	2	M2	0	0	1.0192975967662639	1	80	135
2	M2	2	M2	1	1	0.0	0.06249876388160941	157	0
2	M2	2	M2	2	11;12;16	0.7833764991573609	1	328	281
2	M2	2	M2	3	17;18	0.0	0.024271772816312768	409	0
2	M2	2	M2	4	23;24	0.40782757759293353	0.7237297834499198	280	108
2	M2	2	M2	5	4;25	0.0	0.02590664836124829	383	0
2	M2	2	M2	6	26	0.0	0.05076076063477424	194	0
2	M2	2	M2	7	7;8;14;31	0.0	0.01254704154175912	794	0
2	M2	2	M2	8	28;32;40	0.0	0.015872995813130897	627	0
2	M2	2	M2	9	6;9;10;13;15;36;42	0.0	0.00688705070602976	1449	0
2	M2	2	M2	10	29;35;38;46	0.0	0.01193316570756768	835	0
2	M2	2	M2	11	44;47	0.0	0.02463046679013666	403	0
3	M3	3	M3	0	0	0.7161505440273251	1	113	102
3	M3	3	M3	1	1	0.0	0.054347014652876564	181	0
3	M3	3	M3	2	11;12;16	0.0	0.015698567722026206	634	0
3	M3	3	M3	3	17;18	0.0	0.02375290179403474	418	0
3	M3	3	M3	4	23;24	0.0	0.02358483975451913	421	0
3	M3	3	M3	5	4;25	0.8774630293917982	1	184	205
3	M3	3	M3	6	26	0.0	0.046295795522400304	213	0
3	M3	3	M3	7	7;8;14;31	0.0	0.012594448424386007	791	0
3	M3	3	M3	8	28;32;40	0.0	0.016474442149535126	604	0
3	M3	3	M3	9	6;9;10;13;15;36;42	0.0	0.007412896403534807	1346	0
3	M3	3	M3	10	29;35;38;46	0.0	0.012135913371432385	821	0
3	M3	3	M3	11	44;47	0.0	0.02409631524758569	412	0
4	M4	4	M4	0	0	0.6471981671078657	1	119	93
4	M4	4	M4	1	1	0.0	0.048308609540179806	204	0
4	M4	4	M4	2	11;12;16	0.7944480496311107	1	307	271
4	M4	4	M4	3	17;18	0.0	0.02597393790005811	382	0
4	M4	4	M4	4	23;24	0.0	0.024691282384448232	402	0
4	M4	4	M4	5	4;25	0.0	0.02583970656846467	384	0
4	M4	4	M4	6	26	0.8834766393490385	1	96	122
4	M4	4	M4	7	7;8;14;31	0.0	0.012285002991825365	811	0
4	M4	4	M4	8	28;32;40	0.0	0.01672238456716342	595	0
4	M4	4	M4	9	6;9;10;13;15;36;42	0.0	0.00709723028948601	1406	0
4	M4	4	M4	10	29;35;38;46	0.0	0.01265821768118888	787	0
4	M4	4	M4	11	44;47	0.0	0.025252444327783334	393	0
5	M5	5	M5	0	0	0.7011985138622503	1	90	83
5	M5	5	M5	1	1	0.0	0.05617887866396899	175	0
5	M5	5	M5	2	11;12;16	0.0	0.016393420522258586	607	0
5	M5	5	M5	3	17;18	0.0	0.026041577901622766	381	0
5	M5	5	M5	4	23;24	0.0	0.02320179340677333	428	0
5	M5	5	M5	5	4;25	0.0	0.024752399043270833	401	0
5	M5	5	M5	6	26	0.0	0.04716928156989335	209	0
5	M5	5	M5	7	7;8;14;31	0.0	0.011820322692011366	843	0
5	M5	5	M5	8	28;32;40	0.0	0.015872995813130897	627	0
5	M5	5	M5	9	6;9;10;13;15;36;42	0.0	0.007352939185832812	1357	0
5	M5	5	M5	10	29;35;38;46	0.6175023721204876	0.8579189816517736	494	287
5	M5	5	M5	11	44;47	0.0	0.027397156884768518	362	0
6	M6	6	M6	0	0	0.729690632537195	1	108	101
6	M6	6	M6	1	1	0.7492847206378601	1	107	104
6	M6	6	M6	2	11;12;16	0.0	0.015872995813130897	627	0
6	M6	6	M6	3	17;18	0.0	0.025640940916935785	387	0
6	M6	6	M6	4	23;24	0.0	0.025252444327783334	393	0
6	M6	6	M6	5	4;25	0.0	0.026041577901622766	381	0
6	M6	6	M6	6	26	0.0	0.051812768732640443	190	0
6	M6	6	M6	7	7;8;14;31	0.0	0.012499990209911252	797	0
6	M6	6	M6	8	28;32;40	0.0	0.017241353595423073	577	0
6	M6	6	M6	9	6;9;10;13;15;36;42	0.6980956866902005	0.8816922405921402	837	545
6	M6	6	M6	10	29;35;38;46	0.0	0.012484384753429398	798	0
6	M6	6	M6	11	44;47	0.0	0.025773109832985648	385	0
7	M7	7	M7	0	0	0.787858210900452	1	93	100
7	M7	7	M7	1	1	0.0	0.04854311175967327	203	0
7	M7	7	M7	2	11;12;16	0.0	0.016863382349391633	590	0
7	M7	7	M7	3	17;18	0.0	0.02380945599959531	417	0
7	M7	7	M7	4	23;24	0.0	0.026525105127999212	374	0
7	M7	7	M7	5	4;25	0.0	0.02283099045138305	435	0
7	M7	7	M7	6	26	0.0	0.05101973727906271	193	0
7	M7	7	M7	7	7;8;14;31	0.0	0.011976039295213903	832	0
7	M7	7	M7	8	28;32;40	0.9222365380381926	1	273	312
7	M7	7	M7	9	6;9;10;13;15;36;42	0.0	0.00707213401393463	1411	0
7	M7	7	M7	10	29;35;38;46	0.0	0.012360929964689966	806	0
7	M7	7	M7	11	44;47	0.244369606933253	0.5193703913172195	314	71
8	M8	8	M8	0	0	0.8074315294590695	1	90	101
8	M8	8	M8	1	1	0.0	0.051545699831482585	191	0
8	M8	8	M8	2	11;12;16	0.0	0.017182105133765245	579	0
8	M8	8	M8	3	17;18	0.0	0.026246628277956093	378	0
8	M8	8	M8	4	23;24	0.0	0.025640940916935785	387	0
8	M8	8	M8	5	4;25	0.0	0.024813819007751647	400	0
8	M8	8	M8	6	26	0.0	0.053475162960304544	184	0
8	M8	8	M8	7	7;8;14;31	0.951895289846644	1	359	419
8	M8	8	M8	8	28;32;40	0.0	0.016233744773290374	613	0
