# 21 out of 21 mutations
48 #trees
20 #edges, tree 1
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
24_25_36 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 74
2 39
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 2
0 1
0 2
0 4_5_10_18_19_22_41_47_63
0 82_86
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
2 6_7_8
2 39
2 74
6_7_8 23
6_7_8 26_30_31_34
6_7_8 24_25_36
6_7_8 15_21_28_33_40_48_52
6_7_8 14_29_35_50_72
24_25_36 44
24_25_36 49_53_68
24_25_36 78
44 46_58_70_88_91_93_101
15_21_28_33_40_48_52 62
49_53_68 79
14_29_35_50_72 77
20 #edges, tree 3
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
44 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
23 39
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 74
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 4
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
24_25_36 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
23 39
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 74
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 5
0 1
0 2
0 4_5_10_18_19_22_41_47_63
0 82_86
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
2 6_7_8
2 74
6_7_8 23
6_7_8 26_30_31_34
6_7_8 24_25_36
6_7_8 39
6_7_8 15_21_28_33_40_48_52
6_7_8 14_29_35_50_72
24_25_36 44
24_25_36 49_53_68
24_25_36 78
44 46_58_70_88_91_93_101
15_21_28_33_40_48_52 62
49_53_68 79
14_29_35_50_72 77
20 #edges, tree 6
0 1
0 2
0 4_5_10_18_19_22_41_47_63
0 82_86
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
2 6_7_8
2 74
6_7_8 23
6_7_8 26_30_31_34
6_7_8 24_25_36
6_7_8 39
6_7_8 15_21_28_33_40_48_52
6_7_8 14_29_35_50_72
24_25_36 44
24_25_36 49_53_68
24_25_36 78
24_25_36 46_58_70_88_91_93_101
15_21_28_33_40_48_52 62
49_53_68 79
14_29_35_50_72 77
20 #edges, tree 7
0 1
0 2
0 4_5_10_18_19_22_41_47_63
0 82_86
1 74
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
2 6_7_8
2 39
6_7_8 23
6_7_8 26_30_31_34
6_7_8 24_25_36
6_7_8 15_21_28_33_40_48_52
6_7_8 14_29_35_50_72
24_25_36 44
24_25_36 49_53_68
24_25_36 78
44 46_58_70_88_91_93_101
15_21_28_33_40_48_52 62
49_53_68 79
14_29_35_50_72 77
20 #edges, tree 8
0 1
0 2
0 4_5_10_18_19_22_41_47_63
0 82_86
1 74
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
2 6_7_8
2 39
6_7_8 23
6_7_8 26_30_31_34
6_7_8 24_25_36
6_7_8 15_21_28_33_40_48_52
6_7_8 14_29_35_50_72
24_25_36 44
24_25_36 49_53_68
24_25_36 78
24_25_36 46_58_70_88_91_93_101
15_21_28_33_40_48_52 62
49_53_68 79
14_29_35_50_72 77
20 #edges, tree 9
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
24_25_36 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 39
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 74
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 10
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
44 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 39
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 74
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 11
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
24_25_36 46_58_70_88_91_93_101
24_25_36 78
24_25_36 74
24_25_36 49_53_68
24_25_36 44
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 39
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 12
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
44 46_58_70_88_91_93_101
24_25_36 78
24_25_36 74
24_25_36 49_53_68
24_25_36 44
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 39
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 13
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
44 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 39
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 74
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 14
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
24_25_36 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 39
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 74
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 15
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
24_25_36 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
23 39
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 74
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 16
14_29_35_50_72 77
49_53_68 79
15_21_28_33_40_48_52 62
44 46_58_70_88_91_93_101
24_25_36 78
24_25_36 49_53_68
24_25_36 44
23 39
6_7_8 14_29_35_50_72
6_7_8 15_21_28_33_40_48_52
6_7_8 24_25_36
6_7_8 26_30_31_34
6_7_8 23
2 6_7_8
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
0 82_86
0 74
0 4_5_10_18_19_22_41_47_63
0 2
0 1
20 #edges, tree 17
0 1
0 2
0 4_5_10_18_19_22_41_47_63
0 82_86
1 74
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
2 6_7_8
6_7_8 23
6_7_8 26_30_31_34
6_7_8 24_25_36
6_7_8 39
6_7_8 15_21_28_33_40_48_52
6_7_8 14_29_35_50_72
24_25_36 44
24_25_36 49_53_68
24_25_36 78
24_25_36 46_58_70_88_91_93_101
15_21_28_33_40_48_52 62
49_53_68 79
14_29_35_50_72 77
20 #edges, tree 18
0 1
0 2
0 4_5_10_18_19_22_41_47_63
0 82_86
1 74
1 3_9_11_12_13_16_17_20_45_59_64_65_73_92
2 6_7_8
6_7_8 23
6_7_8 26_30_31_34
6_7_8 24_25_36
6_7_8 39
