# 17 out of 17 mutations
144 #trees
16 #edges, tree 1
56 12_13_62_65_67_71_73_79
33 64
33 40
22_23_26_30 42_43
21_24 35_52_55_70_74
14_15_20 38_69
10 21_24
0_1_3_4_5_6_8 17_29_34_50_58_66_78
0_1_3_4_5_6_8 16_41_47_57_60_68_72_76_77
0_1_3_4_5_6_8 39_48_51_53_54_59_63_75
0_1_3_4_5_6_8 56
0_1_3_4_5_6_8 37_45
0_1_3_4_5_6_8 33
0_1_3_4_5_6_8 22_23_26_30
0_1_3_4_5_6_8 14_15_20
0_1_3_4_5_6_8 10
16 #edges, tree 2
0_1_3_4_5_6_8 10
0_1_3_4_5_6_8 14_15_20
0_1_3_4_5_6_8 22_23_26_30
0_1_3_4_5_6_8 33
0_1_3_4_5_6_8 37_45
0_1_3_4_5_6_8 56
0_1_3_4_5_6_8 39_48_51_53_54_59_63_75
0_1_3_4_5_6_8 16_41_47_57_60_68_72_76_77
0_1_3_4_5_6_8 17_29_34_50_58_66_78
10 21_24
14_15_20 38_69
21_24 35_52_55_70_74
22_23_26_30 42_43
33 40
40 64
56 12_13_62_65_67_71_73_79
16 #edges, tree 3
33 64
33 40
22_23_26_30 42_43
21_24 35_52_55_70_74
14_15_20 38_69
10 12_13_62_65_67_71_73_79
10 21_24
0_1_3_4_5_6_8 17_29_34_50_58_66_78
0_1_3_4_5_6_8 16_41_47_57_60_68_72_76_77
0_1_3_4_5_6_8 39_48_51_53_54_59_63_75
0_1_3_4_5_6_8 56
0_1_3_4_5_6_8 37_45
0_1_3_4_5_6_8 33
0_1_3_4_5_6_8 22_23_26_30
0_1_3_4_5_6_8 14_15_20
0_1_3_4_5_6_8 10
16 #edges, tree 4
40 64
33 40
22_23_26_30 42_43
21_24 35_52_55_70_74
14_15_20 38_69
10 12_13_62_65_67_71_73_79
10 21_24
0_1_3_4_5_6_8 17_29_34_50_58_66_78
0_1_3_4_5_6_8 16_41_47_57_60_68_72_76_77
0_1_3_4_5_6_8 39_48_51_53_54_59_63_75
0_1_3_4_5_6_8 56
0_1_3_4_5_6_8 37_45
0_1_3_4_5_6_8 33
0_1_3_4_5_6_8 22_23_26_30
0_1_3_4_5_6_8 14_15_20
0_1_3_4_5_6_8 10
16 #edges, tree 5
0_1_3_4_5_6_8 10
0_1_3_4_5_6_8 14_15_20
0_1_3_4_5_6_8 22_23_26_30
0_1_3_4_5_6_8 33
0_1_3_4_5_6_8 56
0_1_3_4_5_6_8 39_48_51_53_54_59_63_75
0_1_3_4_5_6_8 16_41_47_57_60_68_72_76_77
0_1_3_4_5_6_8 17_29_34_50_58_66_78
10 21_24
10 12_13_62_65_67_71_73_79
14_15_20 38_69
21_24 35_52_55_70_74
22_23_26_30 42_43
33 40
33 64
40 37_45
16 #edges, tree 6
0_1_3_4_5_6_8 10
0_1_3_4_5_6_8 14_15_20
0_1_3_4_5_6_8 22_23_26_30
0_1_3_4_5_6_8 33
0_1_3_4_5_6_8 56
0_1_3_4_5_6_8 39_48_51_53_54_59_63_75
0_1_3_4_5_6_8 16_41_47_57_60_68_72_76_77
0_1_3_4_5_6_8 17_29_34_50_58_66_78
10 21_24
10 12_13_62_65_67_71_73_79
14_15_20 38_69
21_24 35_52_55_70_74
22_23_26_30 42_43
33 40
40 37_45
40 64
16 #edges, tree 7
0_1_3_4_5_6_8 10
0_1_3_4_5_6_8 14_15_20
0_1_3_4_5_6_8 22_23_26_30
