# 22 out of 22 mutations
8 #trees
21 #edges, tree 1
0 1
0 2
1 5
1 6_8_13_15_19_39_50_54
2 3_17_18
2 4_16_20_36_38_59_73_77_86_95_96
5 10_12_27_28_31_42_44_46_48_60_87_91
3_17_18 22_24
3_17_18 33_34_37_45_53_55_56_57
22_24 32_35_41_47_49_51_75_88
22_24 26_52_84_85_108_112_114_116_130
6_8_13_15_19_39_50_54 7_9_11_14_21_23_25_29_30_40_43_66_67_68
6_8_13_15_19_39_50_54 110_115
33_34_37_45_53_55_56_57 61
33_34_37_45_53_55_56_57 58_63_64
33_34_37_45_53_55_56_57 82_90_92
33_34_37_45_53_55_56_57 83_98_106
61 62
61 65_80_93_124_127
58_63_64 89
4_16_20_36_38_59_73_77_86_95_96 105
21 #edges, tree 2
105 82_90_92
4_16_20_36_38_59_73_77_86_95_96 105
58_63_64 89
61 65_80_93_124_127
61 62
33_34_37_45_53_55_56_57 83_98_106
33_34_37_45_53_55_56_57 58_63_64
33_34_37_45_53_55_56_57 61
6_8_13_15_19_39_50_54 110_115
6_8_13_15_19_39_50_54 7_9_11_14_21_23_25_29_30_40_43_66_67_68
22_24 26_52_84_85_108_112_114_116_130
22_24 32_35_41_47_49_51_75_88
3_17_18 33_34_37_45_53_55_56_57
3_17_18 22_24
5 10_12_27_28_31_42_44_46_48_60_87_91
2 4_16_20_36_38_59_73_77_86_95_96
2 3_17_18
1 6_8_13_15_19_39_50_54
1 5
0 2
0 1
21 #edges, tree 3
0 1
0 2
1 5
1 6_8_13_15_19_39_50_54
2 3_17_18
2 4_16_20_36_38_59_73_77_86_95_96
5 10_12_27_28_31_42_44_46_48_60_87_91
3_17_18 22_24
3_17_18 33_34_37_45_53_55_56_57
22_24 32_35_41_47_49_51_75_88
22_24 26_52_84_85_108_112_114_116_130
6_8_13_15_19_39_50_54 7_9_11_14_21_23_25_29_30_40_43_66_67_68
6_8_13_15_19_39_50_54 110_115
33_34_37_45_53_55_56_57 61
33_34_37_45_53_55_56_57 58_63_64
33_34_37_45_53_55_56_57 83_98_106
61 62
61 82_90_92
61 65_80_93_124_127
58_63_64 89
4_16_20_36_38_59_73_77_86_95_96 105
21 #edges, tree 4
0 1
0 2
1 5
1 6_8_13_15_19_39_50_54
2 3_17_18
2 4_16_20_36_38_59_73_77_86_95_96
5 10_12_27_28_31_42_44_46_48_60_87_91
3_17_18 22_24
3_17_18 33_34_37_45_53_55_56_57
22_24 32_35_41_47_49_51_75_88
22_24 26_52_84_85_108_112_114_116_130
6_8_13_15_19_39_50_54 7_9_11_14_21_23_25_29_30_40_43_66_67_68
6_8_13_15_19_39_50_54 110_115
33_34_37_45_53_55_56_57 61
33_34_37_45_53_55_56_57 58_63_64
33_34_37_45_53_55_56_57 83_98_106
61 62
61 65_80_93_124_127
62 82_90_92
58_63_64 89
4_16_20_36_38_59_73_77_86_95_96 105
21 #edges, tree 5
4_16_20_36_38_59_73_77_86_95_96 105
58_63_64 89
61 65_80_93_124_127
61 62
33_34_37_45_53_55_56_57 83_98_106
33_34_37_45_53_55_56_57 82_90_92
33_34_37_45_53_55_56_57 58_63_64
33_34_37_45_53_55_56_57 61
6_8_13_15_19_39_50_54 110_115
22_24 26_52_84_85_108_112_114_116_130
22_24 32_35_41_47_49_51_75_88
3_17_18 33_34_37_45_53_55_56_57
3_17_18 22_24
5 10_12_27_28_31_42_44_46_48_60_87_91
5 7_9_11_14_21_23_25_29_30_40_43_66_67_68
2 4_16_20_36_38_59_73_77_86_95_96
2 3_17_18
1 6_8_13_15_19_39_50_54
1 5
0 2
0 1
21 #edges, tree 6
4_16_20_36_38_59_73_77_86_95_96 105
58_63_64 89
61 65_80_93_124_127
61 82_90_92
61 62
33_34_37_45_53_55_56_57 83_98_106
33_34_37_45_53_55_56_57 58_63_64
33_34_37_45_53_55_56_57 61
6_8_13_15_19_39_50_54 110_115
22_24 26_52_84_85_108_112_114_116_130
22_24 32_35_41_47_49_51_75_88
3_17_18 33_34_37_45_53_55_56_57
3_17_18 22_24
5 10_12_27_28_31_42_44_46_48_60_87_91
5 7_9_11_14_21_23_25_29_30_40_43_66_67_68
2 4_16_20_36_38_59_73_77_86_95_96
2 3_17_18
1 6_8_13_15_19_39_50_54
1 5
0 2
0 1
21 #edges, tree 7
105 82_90_92
4_16_20_36_38_59_73_77_86_95_96 105
58_63_64 89
61 65_80_93_124_127
61 62
33_34_37_45_53_55_56_57 83_98_106
33_34_37_45_53_55_56_57 58_63_64
33_34_37_45_53_55_56_57 61
6_8_13_15_19_39_50_54 110_115
22_24 26_52_84_85_108_112_114_116_130
22_24 32_35_41_47_49_51_75_88
3_17_18 33_34_37_45_53_55_56_57
3_17_18 22_24
5 10_12_27_28_31_42_44_46_48_60_87_91
5 7_9_11_14_21_23_25_29_30_40_43_66_67_68
