# 17 out of 17 mutations
32 #trees
16 #edges, tree 1
0 1
0 3_5
0 2_7
0 4_8_43_54
1 6
3_5 12_14_15
2_7 10_11_13_16_17_19
2_7 9_22_24_25_37
2_7 39_40_41
12_14_15 18
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 2
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
0 4_8_43_54
0 2_7
0 6
0 3_5
0 1
16 #edges, tree 3
0 1
0 3_5
0 2_7
0 4_8_43_54
1 6
3_5 12_14_15
2_7 9_22_24_25_37
2_7 39_40_41
12_14_15 18
12_14_15 10_11_13_16_17_19
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 4
0 1
0 3_5
0 6
0 2_7
0 4_8_43_54
3_5 12_14_15
2_7 9_22_24_25_37
2_7 39_40_41
12_14_15 18
12_14_15 10_11_13_16_17_19
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 5
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
0 4_8_43_54
0 2_7
0 6
0 3_5
0 1
16 #edges, tree 6
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 9_22_24_25_37
3_5 12_14_15
0 4_8_43_54
0 2_7
0 6
0 3_5
0 1
16 #edges, tree 7
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
1 6
0 4_8_43_54
0 2_7
0 3_5
0 1
16 #edges, tree 8
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 9_22_24_25_37
3_5 12_14_15
1 6
0 4_8_43_54
0 2_7
0 3_5
0 1
16 #edges, tree 9
0 1
0 3_5
0 6
0 2_7
1 4_8_43_54
3_5 12_14_15
2_7 9_22_24_25_37
2_7 39_40_41
12_14_15 18
12_14_15 10_11_13_16_17_19
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 10
0 1
0 3_5
0 6
0 2_7
1 4_8_43_54
3_5 12_14_15
2_7 9_22_24_25_37
12_14_15 18
12_14_15 10_11_13_16_17_19
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 39_40_41
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 11
0 1
0 3_5
0 6
0 2_7
1 4_8_43_54
3_5 12_14_15
2_7 10_11_13_16_17_19
2_7 9_22_24_25_37
2_7 39_40_41
12_14_15 18
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 12
0 1
0 3_5
0 6
0 2_7
1 4_8_43_54
3_5 12_14_15
2_7 10_11_13_16_17_19
2_7 9_22_24_25_37
12_14_15 18
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 39_40_41
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 13
0 1
0 3_5
0 6
0 2_7
3_5 12_14_15
3_5 4_8_43_54
2_7 10_11_13_16_17_19
2_7 9_22_24_25_37
12_14_15 18
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 39_40_41
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 14
0 1
0 3_5
0 6
0 2_7
3_5 12_14_15
3_5 4_8_43_54
2_7 9_22_24_25_37
12_14_15 18
12_14_15 10_11_13_16_17_19
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 39_40_41
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 15
0 1
0 3_5
0 6
0 2_7
3_5 12_14_15
3_5 4_8_43_54
2_7 9_22_24_25_37
2_7 39_40_41
12_14_15 18
12_14_15 10_11_13_16_17_19
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 16
0 1
0 3_5
0 6
0 2_7
3_5 12_14_15
3_5 4_8_43_54
2_7 10_11_13_16_17_19
2_7 9_22_24_25_37
2_7 39_40_41
12_14_15 18
12_14_15 45_48
18 20_21_46_50_51
9_22_24_25_37 49_56
9_22_24_25_37 55_57_62
9_22_24_25_37 44_64_65_66
49_56 68_70
16 #edges, tree 17
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
0 2_7
0 6
0 3_5
0 1
16 #edges, tree 18
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
3_5 12_14_15
0 2_7
0 6
0 3_5
0 1
16 #edges, tree 19
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
0 2_7
0 6
0 3_5
0 1
16 #edges, tree 20
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 9_22_24_25_37
3_5 12_14_15
0 2_7
0 6
0 3_5
0 1
16 #edges, tree 21
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 22
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
1 4_8_43_54
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 23
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 4_8_43_54
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 24
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
3_5 12_14_15
1 4_8_43_54
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 25
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
3_5 4_8_43_54
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 26
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 39_40_41
2_7 9_22_24_25_37
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 27
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 28
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 4_8_43_54
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 9_22_24_25_37
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 29
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 12_14_15
1 4_8_43_54
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 30
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 9_22_24_25_37
3_5 12_14_15
1 4_8_43_54
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 31
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 18
2_7 9_22_24_25_37
2_7 10_11_13_16_17_19
3_5 4_8_43_54
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
16 #edges, tree 32
49_56 68_70
9_22_24_25_37 44_64_65_66
9_22_24_25_37 55_57_62
9_22_24_25_37 49_56
9_22_24_25_37 39_40_41
18 20_21_46_50_51
12_14_15 45_48
12_14_15 10_11_13_16_17_19
12_14_15 18
2_7 9_22_24_25_37
3_5 4_8_43_54
3_5 12_14_15
1 6
0 2_7
0 3_5
0 1
