# 16 out of 16 mutations
2 #trees
15 #edges, tree 1
0 1_2
0 4_10_13_15_17
0 3_5_6_7_11_12_14_16_20_29_30_31_34_36_38
1_2 8_9_18_19_25_26_27_32_37_42_43_44_45_46
4_10_13_15_17 21
4_10_13_15_17 33
33 41_49_55_58_59
8_9_18_19_25_26_27_32_37_42_43_44_45_46 47
8_9_18_19_25_26_27_32_37_42_43_44_45_46 48_51_54_60_61_62_64
8_9_18_19_25_26_27_32_37_42_43_44_45_46 67
8_9_18_19_25_26_27_32_37_42_43_44_45_46 52_57_68
47 53_65
47 50_56_63_70_71
48_51_54_60_61_62_64 69
52_57_68 72
15 #edges, tree 2
52_57_68 72
48_51_54_60_61_62_64 69
47 50_56_63_70_71
47 53_65
8_9_18_19_25_26_27_32_37_42_43_44_45_46 52_57_68
8_9_18_19_25_26_27_32_37_42_43_44_45_46 67
8_9_18_19_25_26_27_32_37_42_43_44_45_46 48_51_54_60_61_62_64
8_9_18_19_25_26_27_32_37_42_43_44_45_46 47
33 41_49_55_58_59
33 3_5_6_7_11_12_14_16_20_29_30_31_34_36_38
4_10_13_15_17 33
4_10_13_15_17 21
1_2 8_9_18_19_25_26_27_32_37_42_43_44_45_46
0 4_10_13_15_17
0 1_2
