# 11 out of 11 mutations
4 #trees
10 #edges, tree 1
34_53 60_75
34_53 5_13_23_26_29_35_38
24 6_9_11_12_19_25_28_30_33_37_40_41_46_49_63_72_77_78_80
24 74
24 42_66
0_1_4_10_14_16_17_22 36_39_48_55_64_82_84
0_1_4_10_14_16_17_22 44_52_58_76_83
0_1_4_10_14_16_17_22 32_43_50_51_56_71_79_81
0_1_4_10_14_16_17_22 34_53
0_1_4_10_14_16_17_22 24
10 #edges, tree 2
0_1_4_10_14_16_17_22 24
0_1_4_10_14_16_17_22 34_53
0_1_4_10_14_16_17_22 6_9_11_12_19_25_28_30_33_37_40_41_46_49_63_72_77_78_80
0_1_4_10_14_16_17_22 32_43_50_51_56_71_79_81
0_1_4_10_14_16_17_22 44_52_58_76_83
0_1_4_10_14_16_17_22 36_39_48_55_64_82_84
24 42_66
24 74
34_53 5_13_23_26_29_35_38
34_53 60_75
10 #edges, tree 3
34_53 60_75
34_53 5_13_23_26_29_35_38
24 44_52_58_76_83
24 74
24 42_66
0_1_4_10_14_16_17_22 36_39_48_55_64_82_84
0_1_4_10_14_16_17_22 32_43_50_51_56_71_79_81
0_1_4_10_14_16_17_22 6_9_11_12_19_25_28_30_33_37_40_41_46_49_63_72_77_78_80
0_1_4_10_14_16_17_22 34_53
0_1_4_10_14_16_17_22 24
10 #edges, tree 4
34_53 60_75
34_53 5_13_23_26_29_35_38
24 44_52_58_76_83
24 6_9_11_12_19_25_28_30_33_37_40_41_46_49_63_72_77_78_80
24 74
24 42_66
0_1_4_10_14_16_17_22 36_39_48_55_64_82_84
0_1_4_10_14_16_17_22 32_43_50_51_56_71_79_81
0_1_4_10_14_16_17_22 34_53
0_1_4_10_14_16_17_22 24
