# 22 out of 23 mutations
192 #trees
21 #edges, tree 1
57 72
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
1_3_17_18_30_32 51_55
12_14_31 59_76
12_14_31 74
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 82
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 2
0 2
0 11
0 6_8_10_16_20
0 1_3_17_18_30_32
0 63
2 5_9_13_15
11 12_14_31
11 19_21_49_58_65_66
11 82
5_9_13_15 57
5_9_13_15 39_40_47_54_60_70_75_77
6_8_10_16_20 23
6_8_10_16_20 24_29_33_41_45_52_79
12_14_31 34_38
12_14_31 35_37_44_46_50
12_14_31 59_76
1_3_17_18_30_32 51_55
35_37_44_46_50 61
35_37_44_46_50 56_67_69_71
35_37_44_46_50 74
57 72
21 #edges, tree 3
61 74
57 72
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
1_3_17_18_30_32 51_55
12_14_31 59_76
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 82
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 4
56_67_69_71 51_55
57 72
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
12_14_31 59_76
12_14_31 74
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 82
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 5
0 2
0 11
0 6_8_10_16_20
0 1_3_17_18_30_32
0 63
2 5_9_13_15
11 12_14_31
11 19_21_49_58_65_66
11 82
5_9_13_15 57
5_9_13_15 39_40_47_54_60_70_75_77
6_8_10_16_20 23
6_8_10_16_20 24_29_33_41_45_52_79
12_14_31 34_38
12_14_31 35_37_44_46_50
12_14_31 59_76
35_37_44_46_50 61
35_37_44_46_50 56_67_69_71
35_37_44_46_50 74
57 72
56_67_69_71 51_55
21 #edges, tree 6
0 2
0 11
0 6_8_10_16_20
0 1_3_17_18_30_32
0 63
2 5_9_13_15
11 12_14_31
11 19_21_49_58_65_66
11 82
5_9_13_15 57
5_9_13_15 39_40_47_54_60_70_75_77
6_8_10_16_20 23
6_8_10_16_20 24_29_33_41_45_52_79
12_14_31 34_38
12_14_31 35_37_44_46_50
12_14_31 59_76
35_37_44_46_50 61
35_37_44_46_50 56_67_69_71
57 72
61 74
56_67_69_71 51_55
21 #edges, tree 7
0 2
0 11
0 6_8_10_16_20
0 1_3_17_18_30_32
0 63
0 82
2 5_9_13_15
11 12_14_31
11 19_21_49_58_65_66
5_9_13_15 57
5_9_13_15 39_40_47_54_60_70_75_77
6_8_10_16_20 23
6_8_10_16_20 24_29_33_41_45_52_79
12_14_31 34_38
12_14_31 35_37_44_46_50
12_14_31 59_76
1_3_17_18_30_32 51_55
35_37_44_46_50 61
35_37_44_46_50 56_67_69_71
57 72
61 74
21 #edges, tree 8
0 2
0 11
0 6_8_10_16_20
0 1_3_17_18_30_32
0 63
0 82
2 5_9_13_15
11 12_14_31
11 19_21_49_58_65_66
5_9_13_15 57
5_9_13_15 39_40_47_54_60_70_75_77
6_8_10_16_20 23
6_8_10_16_20 24_29_33_41_45_52_79
12_14_31 34_38
12_14_31 35_37_44_46_50
12_14_31 74
12_14_31 59_76
1_3_17_18_30_32 51_55
35_37_44_46_50 61
35_37_44_46_50 56_67_69_71
57 72
21 #edges, tree 9
57 72
35_37_44_46_50 74
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
1_3_17_18_30_32 51_55
12_14_31 59_76
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 82
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 10
56_67_69_71 51_55
57 72
35_37_44_46_50 74
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
12_14_31 59_76
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 82
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 11
56_67_69_71 51_55
57 72
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
12_14_31 59_76
12_14_31 74
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 82
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 12
56_67_69_71 51_55
61 74
57 72
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
12_14_31 59_76
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 82
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 13
57 72
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
1_3_17_18_30_32 51_55
12_14_31 82
12_14_31 59_76
12_14_31 74
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
11 19_21_49_58_65_66
11 12_14_31
2 5_9_13_15
0 63
0 1_3_17_18_30_32
0 6_8_10_16_20
0 11
0 2
21 #edges, tree 14
57 72
35_37_44_46_50 56_67_69_71
35_37_44_46_50 61
34_38 82
1_3_17_18_30_32 51_55
12_14_31 59_76
12_14_31 74
12_14_31 35_37_44_46_50
12_14_31 34_38
6_8_10_16_20 24_29_33_41_45_52_79
6_8_10_16_20 23
5_9_13_15 39_40_47_54_60_70_75_77
5_9_13_15 57
