# 15 out of 15 mutations
12 #trees
14 #edges, tree 1
9_13_17_22_26_30_33 41
25 44
25 23_39
11_12_18 46
11_12_18 27
10 14_15_19_20_21_28_35
7 24_36_48
7 9_13_17_22_26_30_33
7 25
7 11_12_18
7 10
0_2_3_4_5_6 50
0_2_3_4_5_6 8_31
0_2_3_4_5_6 7
14 #edges, tree 2
0_2_3_4_5_6 7
0_2_3_4_5_6 8_31
0_2_3_4_5_6 50
7 10
7 11_12_18
7 25
7 9_13_17_22_26_30_33
7 23_39
7 24_36_48
10 14_15_19_20_21_28_35
11_12_18 27
11_12_18 46
25 44
9_13_17_22_26_30_33 41
14 #edges, tree 3
9_13_17_22_26_30_33 41
25 44
11_12_18 46
11_12_18 27
7 24_36_48
7 23_39
7 14_15_19_20_21_28_35
7 9_13_17_22_26_30_33
7 25
7 11_12_18
7 10
0_2_3_4_5_6 50
0_2_3_4_5_6 8_31
0_2_3_4_5_6 7
14 #edges, tree 4
9_13_17_22_26_30_33 41
25 44
25 23_39
11_12_18 46
11_12_18 27
7 24_36_48
7 14_15_19_20_21_28_35
7 9_13_17_22_26_30_33
7 25
7 11_12_18
7 10
0_2_3_4_5_6 50
0_2_3_4_5_6 8_31
0_2_3_4_5_6 7
14 #edges, tree 5
0_2_3_4_5_6 7
0_2_3_4_5_6 8_31
7 10
7 11_12_18
7 25
7 9_13_17_22_26_30_33
7 14_15_19_20_21_28_35
7 23_39
7 24_36_48
7 50
11_12_18 27
11_12_18 46
25 44
9_13_17_22_26_30_33 41
14 #edges, tree 6
0_2_3_4_5_6 7
0_2_3_4_5_6 8_31
7 10
7 11_12_18
7 25
7 9_13_17_22_26_30_33
7 14_15_19_20_21_28_35
7 23_39
7 24_36_48
11_12_18 27
11_12_18 46
25 44
9_13_17_22_26_30_33 41
24_36_48 50
14 #edges, tree 7
0_2_3_4_5_6 7
0_2_3_4_5_6 8_31
7 10
7 11_12_18
7 25
7 9_13_17_22_26_30_33
7 14_15_19_20_21_28_35
7 24_36_48
7 50
11_12_18 27
11_12_18 46
25 23_39
25 44
9_13_17_22_26_30_33 41
14 #edges, tree 8
0_2_3_4_5_6 7
0_2_3_4_5_6 8_31
7 10
7 11_12_18
7 25
7 9_13_17_22_26_30_33
7 14_15_19_20_21_28_35
7 24_36_48
11_12_18 27
11_12_18 46
25 23_39
25 44
9_13_17_22_26_30_33 41
24_36_48 50
14 #edges, tree 9
9_13_17_22_26_30_33 41
25 44
11_12_18 46
11_12_18 27
10 14_15_19_20_21_28_35
7 50
7 24_36_48
7 23_39
7 9_13_17_22_26_30_33
7 25
7 11_12_18
7 10
0_2_3_4_5_6 8_31
0_2_3_4_5_6 7
14 #edges, tree 10
9_13_17_22_26_30_33 41
25 44
25 23_39
11_12_18 46
11_12_18 27
10 14_15_19_20_21_28_35
7 50
7 24_36_48
7 9_13_17_22_26_30_33
7 25
7 11_12_18
7 10
0_2_3_4_5_6 8_31
0_2_3_4_5_6 7
14 #edges, tree 11
24_36_48 50
9_13_17_22_26_30_33 41
25 44
11_12_18 46
11_12_18 27
10 14_15_19_20_21_28_35
7 24_36_48
7 23_39
7 9_13_17_22_26_30_33
7 25
7 11_12_18
7 10
0_2_3_4_5_6 8_31
0_2_3_4_5_6 7
14 #edges, tree 12
24_36_48 50
9_13_17_22_26_30_33 41
25 44
25 23_39
11_12_18 46
11_12_18 27
10 14_15_19_20_21_28_35
7 24_36_48
7 9_13_17_22_26_30_33
7 25
7 11_12_18
7 10
0_2_3_4_5_6 8_31
0_2_3_4_5_6 7
