# 17 out of 17 mutations
4 #trees
16 #edges, tree 1
7_16_26_30_34_50_59_76_77_88 91
55_56_57_61_64_71_74_82 87_90_93_94
8_9_12_19_35_39_44_62_79 83
46_52 55_56_57_61_64_71_74_82
6_13_18_24_33 45
6_13_18_24_33 36
11 46_52
11 49
2 7_16_26_30_34_50_59_76_77_88
2 5_10_14_17_21_25_28_29_32_53_66
0_1 22_38_81_85
0_1 3_23_31_43_47_58_69_78_80
0_1 8_9_12_19_35_39_44_62_79
0_1 6_13_18_24_33
0_1 11
0_1 2
16 #edges, tree 2
0_1 2
0_1 11
0_1 6_13_18_24_33
0_1 8_9_12_19_35_39_44_62_79
0_1 3_23_31_43_47_58_69_78_80
0_1 22_38_81_85
2 5_10_14_17_21_25_28_29_32_53_66
2 7_16_26_30_34_50_59_76_77_88
11 46_52
6_13_18_24_33 36
6_13_18_24_33 45
46_52 49
46_52 55_56_57_61_64_71_74_82
8_9_12_19_35_39_44_62_79 83
55_56_57_61_64_71_74_82 87_90_93_94
7_16_26_30_34_50_59_76_77_88 91
16 #edges, tree 3
7_16_26_30_34_50_59_76_77_88 91
55_56_57_61_64_71_74_82 87_90_93_94
8_9_12_19_35_39_44_62_79 83
46_52 55_56_57_61_64_71_74_82
46_52 49
6_13_18_24_33 45
6_13_18_24_33 36
11 46_52
2 7_16_26_30_34_50_59_76_77_88
0_1 22_38_81_85
0_1 3_23_31_43_47_58_69_78_80
0_1 8_9_12_19_35_39_44_62_79
0_1 5_10_14_17_21_25_28_29_32_53_66
0_1 6_13_18_24_33
0_1 11
0_1 2
16 #edges, tree 4
7_16_26_30_34_50_59_76_77_88 91
55_56_57_61_64_71_74_82 87_90_93_94
8_9_12_19_35_39_44_62_79 83
46_52 55_56_57_61_64_71_74_82
6_13_18_24_33 45
6_13_18_24_33 36
11 46_52
11 49
2 7_16_26_30_34_50_59_76_77_88
0_1 22_38_81_85
0_1 3_23_31_43_47_58_69_78_80
0_1 8_9_12_19_35_39_44_62_79
0_1 5_10_14_17_21_25_28_29_32_53_66
0_1 6_13_18_24_33
0_1 11
0_1 2
