# 18 out of 18 mutations
108 #trees
17 #edges, tree 1
0 3_7
0 6_11
0 20
0 37_38
0 1_2_9_12_13_18_21_26_36_39_42_47
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 33
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
17 41
19_24 29
29 32_48_49_53
17 #edges, tree 2
29 32_48_49_53
29 33
19_24 29
17 41
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 37_38
0 20
0 6_11
0 3_7
17 #edges, tree 3
0 3_7
0 6_11
0 20
0 37_38
0 1_2_9_12_13_18_21_26_36_39_42_47
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
17 41
19_24 29
19_24 33
29 32_48_49_53
17 #edges, tree 4
0 3_7
0 6_11
0 20
0 37_38
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 33
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
10 1_2_9_12_13_18_21_26_36_39_42_47
17 41
19_24 29
29 32_48_49_53
17 #edges, tree 5
29 32_48_49_53
19_24 33
19_24 29
17 41
10 1_2_9_12_13_18_21_26_36_39_42_47
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 37_38
0 20
0 6_11
0 3_7
17 #edges, tree 6
29 32_48_49_53
29 33
19_24 29
17 41
10 1_2_9_12_13_18_21_26_36_39_42_47
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 37_38
0 20
0 6_11
0 3_7
17 #edges, tree 7
29 32_48_49_53
19_24 29
17 41
6_11 20
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 33
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 37_38
0 6_11
0 3_7
17 #edges, tree 8
29 32_48_49_53
19_24 33
19_24 29
17 41
6_11 20
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 37_38
0 6_11
0 3_7
17 #edges, tree 9
0 3_7
0 6_11
0 37_38
0 1_2_9_12_13_18_21_26_36_39_42_47
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
6_11 20
17 41
19_24 29
29 33
29 32_48_49_53
17 #edges, tree 10
0 3_7
0 6_11
0 37_38
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 33
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
10 1_2_9_12_13_18_21_26_36_39_42_47
6_11 20
17 41
19_24 29
29 32_48_49_53
17 #edges, tree 11
0 3_7
0 6_11
0 37_38
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
10 1_2_9_12_13_18_21_26_36_39_42_47
6_11 20
17 41
19_24 29
19_24 33
29 32_48_49_53
17 #edges, tree 12
0 3_7
0 6_11
0 37_38
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
10 1_2_9_12_13_18_21_26_36_39_42_47
6_11 20
17 41
19_24 29
29 33
29 32_48_49_53
17 #edges, tree 13
0 3_7
0 6_11
0 20
0 1_2_9_12_13_18_21_26_36_39_42_47
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
17 41
19_24 29
19_24 33
27_28 37_38
29 32_48_49_53
17 #edges, tree 14
0 3_7
0 6_11
0 1_2_9_12_13_18_21_26_36_39_42_47
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
6_11 20
17 41
19_24 29
19_24 33
27_28 37_38
29 32_48_49_53
17 #edges, tree 15
0 3_7
0 6_11
0 20
0 1_2_9_12_13_18_21_26_36_39_42_47
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 33
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
17 41
19_24 29
27_28 37_38
29 32_48_49_53
17 #edges, tree 16
0 3_7
0 6_11
0 1_2_9_12_13_18_21_26_36_39_42_47
0 4_5_8_52
0 61
3_7 10
3_7 19_24
3_7 27_28
3_7 33
3_7 14_25_30_51
3_7 15_23_43_50_54_55
10 17
6_11 20
17 41
19_24 29
27_28 37_38
29 32_48_49_53
17 #edges, tree 17
29 32_48_49_53
29 33
27_28 37_38
19_24 29
17 41
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 20
0 6_11
0 3_7
17 #edges, tree 18
29 32_48_49_53
29 33
27_28 37_38
19_24 29
17 41
6_11 20
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 6_11
0 3_7
17 #edges, tree 19
29 32_48_49_53
19_24 29
17 41
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 37_38
3_7 33
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 20
0 6_11
0 3_7
17 #edges, tree 20
29 32_48_49_53
19_24 29
17 41
6_11 20
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 37_38
3_7 33
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 6_11
0 3_7
17 #edges, tree 21
29 32_48_49_53
19_24 33
19_24 29
17 41
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 37_38
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 20
0 6_11
0 3_7
17 #edges, tree 22
29 32_48_49_53
19_24 33
19_24 29
17 41
6_11 20
10 17
3_7 15_23_43_50_54_55
3_7 14_25_30_51
3_7 37_38
3_7 27_28
3_7 19_24
3_7 10
0 61
0 4_5_8_52
0 1_2_9_12_13_18_21_26_36_39_42_47
0 6_11
0 3_7
17 #edges, tree 23
29 32_48_49_53
29 33
19_24 29
17 41
