# 16 out of 16 mutations
48 #trees
15 #edges, tree 1
52_61 75
52_61 74
6_7_9_15_18_20_35_42_43_46 52_61
22_26_27_28_30_36_45 47_50_56_57_64
13_25_29 8_38_41_44_48_49_51_54_58_59
5_10 22_26_27_28_30_36_45
5_10 19_21
2 6_7_9_15_18_20_35_42_43_46
2 11_12_14_31_32
2 3_4
1 5_10
0 62
0 13_25_29
0 2
0 1
15 #edges, tree 2
0 1
0 2
0 13_25_29
0 62
1 5_10
2 3_4
2 11_12_14_31_32
2 6_7_9_15_18_20_35_42_43_46
5_10 19_21
5_10 22_26_27_28_30_36_45
13_25_29 8_38_41_44_48_49_51_54_58_59
22_26_27_28_30_36_45 47_50_56_57_64
6_7_9_15_18_20_35_42_43_46 52_61
52_61 74
74 75
15 #edges, tree 3
52_61 75
52_61 74
6_7_9_15_18_20_35_42_43_46 52_61
22_26_27_28_30_36_45 47_50_56_57_64
13_25_29 8_38_41_44_48_49_51_54_58_59
5_10 22_26_27_28_30_36_45
5_10 19_21
2 6_7_9_15_18_20_35_42_43_46
2 11_12_14_31_32
1 5_10
0 62
0 13_25_29
0 3_4
0 2
0 1
15 #edges, tree 4
74 75
52_61 74
6_7_9_15_18_20_35_42_43_46 52_61
22_26_27_28_30_36_45 47_50_56_57_64
13_25_29 8_38_41_44_48_49_51_54_58_59
5_10 22_26_27_28_30_36_45
5_10 19_21
2 6_7_9_15_18_20_35_42_43_46
2 11_12_14_31_32
1 5_10
0 62
0 13_25_29
0 3_4
0 2
0 1
15 #edges, tree 5
0 1
0 2
0 3_4
0 13_25_29
0 11_12_14_31_32
0 62
1 5_10
2 6_7_9_15_18_20_35_42_43_46
5_10 19_21
5_10 22_26_27_28_30_36_45
13_25_29 8_38_41_44_48_49_51_54_58_59
22_26_27_28_30_36_45 47_50_56_57_64
6_7_9_15_18_20_35_42_43_46 52_61
52_61 74
52_61 75
15 #edges, tree 6
0 1
0 2
0 3_4
0 13_25_29
0 62
1 5_10
2 6_7_9_15_18_20_35_42_43_46
5_10 19_21
5_10 22_26_27_28_30_36_45
13_25_29 11_12_14_31_32
13_25_29 8_38_41_44_48_49_51_54_58_59
22_26_27_28_30_36_45 47_50_56_57_64
6_7_9_15_18_20_35_42_43_46 52_61
52_61 74
52_61 75
15 #edges, tree 7
0 1
0 2
0 3_4
0 13_25_29
0 62
1 5_10
2 6_7_9_15_18_20_35_42_43_46
5_10 19_21
5_10 22_26_27_28_30_36_45
13_25_29 11_12_14_31_32
13_25_29 8_38_41_44_48_49_51_54_58_59
22_26_27_28_30_36_45 47_50_56_57_64
6_7_9_15_18_20_35_42_43_46 52_61
52_61 74
74 75
15 #edges, tree 8
0 1
0 2
0 3_4
0 13_25_29
0 11_12_14_31_32
0 62
1 5_10
2 6_7_9_15_18_20_35_42_43_46
5_10 19_21
5_10 22_26_27_28_30_36_45
13_25_29 8_38_41_44_48_49_51_54_58_59
22_26_27_28_30_36_45 47_50_56_57_64
6_7_9_15_18_20_35_42_43_46 52_61
52_61 74
74 75
15 #edges, tree 9
52_61 75
52_61 74
6_7_9_15_18_20_35_42_43_46 52_61
22_26_27_28_30_36_45 47_50_56_57_64
13_25_29 8_38_41_44_48_49_51_54_58_59
5_10 22_26_27_28_30_36_45
5_10 19_21
2 6_7_9_15_18_20_35_42_43_46
2 3_4
1 5_10
0 62
0 11_12_14_31_32
0 13_25_29
0 2
0 1
15 #edges, tree 10
74 75
52_61 74
6_7_9_15_18_20_35_42_43_46 52_61
22_26_27_28_30_36_45 47_50_56_57_64
13_25_29 8_38_41_44_48_49_51_54_58_59
5_10 22_26_27_28_30_36_45
5_10 19_21
2 6_7_9_15_18_20_35_42_43_46
2 3_4
1 5_10
0 62
0 11_12_14_31_32
0 13_25_29
0 2
0 1
15 #edges, tree 11
52_61 75
52_61 74
6_7_9_15_18_20_35_42_43_46 52_61
22_26_27_28_30_36_45 47_50_56_57_64
13_25_29 8_38_41_44_48_49_51_54_58_59
13_25_29 11_12_14_31_32
5_10 22_26_27_28_30_36_45
5_10 19_21
2 6_7_9_15_18_20_35_42_43_46
2 3_4
1 5_10
0 62
0 13_25_29
0 2
0 1
15 #edges, tree 12
74 75
52_61 74
6_7_9_15_18_20_35_42_43_46 52_61
22_26_27_28_30_36_45 47_50_56_57_64
13_25_29 8_38_41_44_48_49_51_54_58_59
13_25_29 11_12_14_31_32
5_10 22_26_27_28_30_36_45
5_10 19_21
2 6_7_9_15_18_20_35_42_43_46
2 3_4
1 5_10
0 62
0 13_25_29
