# 18 out of 18 mutations
6 #trees
17 #edges, tree 1
0 1
0 7_10
0 3_8_11_12_13_22_24_26_33
0 75
0 2_14_20_29_35_38_54_63_69_79_98_105
1 6_9_15_16_21_56_60_83
7_10 17_23
7_10 45
7_10 72
17_23 31_43_55_64
17_23 34_47_51_53_73_74
45 52_57
31_43_55_64 97
34_47_51_53_73_74 91_92_94
6_9_15_16_21_56_60_83 84
6_9_15_16_21_56_60_83 87
97 108_109
17 #edges, tree 2
97 108_109
6_9_15_16_21_56_60_83 87
6_9_15_16_21_56_60_83 84
34_47_51_53_73_74 91_92_94
31_43_55_64 97
45 2_14_20_29_35_38_54_63_69_79_98_105
45 52_57
17_23 34_47_51_53_73_74
17_23 31_43_55_64
7_10 72
7_10 45
7_10 17_23
1 6_9_15_16_21_56_60_83
0 75
0 3_8_11_12_13_22_24_26_33
0 7_10
0 1
17 #edges, tree 3
0 1
0 7_10
0 3_8_11_12_13_22_24_26_33
0 2_14_20_29_35_38_54_63_69_79_98_105
1 6_9_15_16_21_56_60_83
7_10 17_23
7_10 45
7_10 72
7_10 75
17_23 31_43_55_64
17_23 34_47_51_53_73_74
45 52_57
31_43_55_64 97
34_47_51_53_73_74 91_92_94
6_9_15_16_21_56_60_83 84
6_9_15_16_21_56_60_83 87
97 108_109
17 #edges, tree 4
0 1
0 7_10
0 3_8_11_12_13_22_24_26_33
0 2_14_20_29_35_38_54_63_69_79_98_105
1 6_9_15_16_21_56_60_83
7_10 17_23
7_10 45
7_10 72
17_23 31_43_55_64
17_23 34_47_51_53_73_74
45 52_57
31_43_55_64 97
72 75
34_47_51_53_73_74 91_92_94
6_9_15_16_21_56_60_83 84
6_9_15_16_21_56_60_83 87
97 108_109
17 #edges, tree 5
97 108_109
6_9_15_16_21_56_60_83 87
6_9_15_16_21_56_60_83 84
34_47_51_53_73_74 91_92_94
72 75
31_43_55_64 97
45 2_14_20_29_35_38_54_63_69_79_98_105
45 52_57
17_23 34_47_51_53_73_74
17_23 31_43_55_64
7_10 72
7_10 45
7_10 17_23
1 6_9_15_16_21_56_60_83
0 3_8_11_12_13_22_24_26_33
0 7_10
0 1
17 #edges, tree 6
97 108_109
6_9_15_16_21_56_60_83 87
6_9_15_16_21_56_60_83 84
34_47_51_53_73_74 91_92_94
31_43_55_64 97
45 2_14_20_29_35_38_54_63_69_79_98_105
45 52_57
17_23 34_47_51_53_73_74
17_23 31_43_55_64
7_10 75
7_10 72
7_10 45
7_10 17_23
1 6_9_15_16_21_56_60_83
0 3_8_11_12_13_22_24_26_33
0 7_10
0 1
