# 18 out of 18 mutations
6 #trees
17 #edges, tree 1
0_1 2_3
0_1 4
0_1 6
0_1 16_17_18_29_30
0_1 21_47_51
0_1 5_7_19_23_25_26_31_44_52_65_66_81_84
2_3 9_11_12_13_24_32_35_41_49_58_60
4 8
8 54_62_68_69
8 10_14_27_43_46_63_73_77
16_17_18_29_30 34
16_17_18_29_30 37_40_45_50_61_67_70_71
16_17_18_29_30 78
34 42_74
21_47_51 53_55
54_62_68_69 83
5_7_19_23_25_26_31_44_52_65_66_81_84 89
17 #edges, tree 2
5_7_19_23_25_26_31_44_52_65_66_81_84 89
42_74 78
54_62_68_69 83
21_47_51 53_55
34 42_74
16_17_18_29_30 37_40_45_50_61_67_70_71
16_17_18_29_30 34
8 10_14_27_43_46_63_73_77
8 54_62_68_69
4 8
2_3 9_11_12_13_24_32_35_41_49_58_60
0_1 5_7_19_23_25_26_31_44_52_65_66_81_84
0_1 21_47_51
0_1 16_17_18_29_30
0_1 6
0_1 4
0_1 2_3
17 #edges, tree 3
0_1 2_3
0_1 4
0_1 6
0_1 16_17_18_29_30
0_1 21_47_51
0_1 5_7_19_23_25_26_31_44_52_65_66_81_84
2_3 9_11_12_13_24_32_35_41_49_58_60
4 8
8 54_62_68_69
8 10_14_27_43_46_63_73_77
16_17_18_29_30 34
16_17_18_29_30 37_40_45_50_61_67_70_71
34 42_74
34 78
21_47_51 53_55
54_62_68_69 83
5_7_19_23_25_26_31_44_52_65_66_81_84 89
17 #edges, tree 4
0_1 2_3
0_1 4
0_1 16_17_18_29_30
0_1 21_47_51
0_1 5_7_19_23_25_26_31_44_52_65_66_81_84
2_3 9_11_12_13_24_32_35_41_49_58_60
4 6
4 8
8 54_62_68_69
8 10_14_27_43_46_63_73_77
16_17_18_29_30 34
16_17_18_29_30 37_40_45_50_61_67_70_71
16_17_18_29_30 78
34 42_74
21_47_51 53_55
54_62_68_69 83
5_7_19_23_25_26_31_44_52_65_66_81_84 89
17 #edges, tree 5
5_7_19_23_25_26_31_44_52_65_66_81_84 89
54_62_68_69 83
21_47_51 53_55
34 78
34 42_74
16_17_18_29_30 37_40_45_50_61_67_70_71
16_17_18_29_30 34
8 10_14_27_43_46_63_73_77
8 54_62_68_69
4 8
4 6
2_3 9_11_12_13_24_32_35_41_49_58_60
0_1 5_7_19_23_25_26_31_44_52_65_66_81_84
0_1 21_47_51
0_1 16_17_18_29_30
0_1 4
0_1 2_3
17 #edges, tree 6
5_7_19_23_25_26_31_44_52_65_66_81_84 89
42_74 78
54_62_68_69 83
21_47_51 53_55
34 42_74
16_17_18_29_30 37_40_45_50_61_67_70_71
16_17_18_29_30 34
8 10_14_27_43_46_63_73_77
8 54_62_68_69
4 8
4 6
2_3 9_11_12_13_24_32_35_41_49_58_60
0_1 5_7_19_23_25_26_31_44_52_65_66_81_84
0_1 21_47_51
0_1 16_17_18_29_30
0_1 4
0_1 2_3
