# 19 out of 19 mutations
180 #trees
18 #edges, tree 1
55_56_70 77
40_47_63 83
43 72
35_36 34_38_41_66_68_73_81_84
35_36 44_53_57_65_71_75_78
35_36 55_56_70
35_36 40_47_63
5_11_16_17_18_20 8_9_15_19_22_24_26_29_45_67_69
5_11_16_17_18_20 30_54_61_64
5_11_16_17_18_20 46_48_60
5_11_16_17_18_20 43
5_11_16_17_18_20 33_39
5_11_16_17_18_20 35_36
1 6_7_10_13_14_23_28
1 5_11_16_17_18_20
0 88
0 3
0 1
18 #edges, tree 2
0 1
0 3
0 88
1 5_11_16_17_18_20
1 6_7_10_13_14_23_28
5_11_16_17_18_20 35_36
5_11_16_17_18_20 33_39
5_11_16_17_18_20 43
5_11_16_17_18_20 30_54_61_64
5_11_16_17_18_20 8_9_15_19_22_24_26_29_45_67_69
35_36 40_47_63
35_36 55_56_70
35_36 44_53_57_65_71_75_78
35_36 34_38_41_66_68_73_81_84
33_39 46_48_60
43 72
40_47_63 83
55_56_70 77
18 #edges, tree 3
55_56_70 77
40_47_63 83
43 72
35_36 34_38_41_66_68_73_81_84
35_36 44_53_57_65_71_75_78
35_36 55_56_70
35_36 40_47_63
5_11_16_17_18_20 8_9_15_19_22_24_26_29_45_67_69
5_11_16_17_18_20 30_54_61_64
5_11_16_17_18_20 46_48_60
5_11_16_17_18_20 43
5_11_16_17_18_20 33_39
5_11_16_17_18_20 35_36
1 6_7_10_13_14_23_28
1 5_11_16_17_18_20
1 3
0 88
0 1
18 #edges, tree 4
55_56_70 77
40_47_63 83
43 72
33_39 46_48_60
35_36 34_38_41_66_68_73_81_84
35_36 44_53_57_65_71_75_78
35_36 55_56_70
35_36 40_47_63
5_11_16_17_18_20 8_9_15_19_22_24_26_29_45_67_69
5_11_16_17_18_20 30_54_61_64
5_11_16_17_18_20 43
5_11_16_17_18_20 33_39
5_11_16_17_18_20 35_36
1 6_7_10_13_14_23_28
1 5_11_16_17_18_20
1 3
0 88
0 1
18 #edges, tree 5
0 1
0 3
0 88
1 5_11_16_17_18_20
1 6_7_10_13_14_23_28
5_11_16_17_18_20 35_36
5_11_16_17_18_20 33_39
5_11_16_17_18_20 43
5_11_16_17_18_20 46_48_60
5_11_16_17_18_20 30_54_61_64
5_11_16_17_18_20 8_9_15_19_22_24_26_29_45_67_69
35_36 40_47_63
35_36 55_56_70
35_36 44_53_57_65_71_75_78
43 72
43 34_38_41_66_68_73_81_84
40_47_63 83
55_56_70 77
18 #edges, tree 6
0 1
0 3
0 88
1 5_11_16_17_18_20
1 6_7_10_13_14_23_28
5_11_16_17_18_20 35_36
5_11_16_17_18_20 33_39
5_11_16_17_18_20 43
5_11_16_17_18_20 46_48_60
5_11_16_17_18_20 30_54_61_64
5_11_16_17_18_20 8_9_15_19_22_24_26_29_45_67_69
5_11_16_17_18_20 34_38_41_66_68_73_81_84
35_36 40_47_63
35_36 55_56_70
