# 19 out of 19 mutations
8 #trees
18 #edges, tree 1
0 3_7_10
0 1_4_13_14
0 2_9_18
0 5_6_8_11_12_16_20_32_35
0 64
3_7_10 15
3_7_10 19_27_29
1_4_13_14 21
2_9_18 22
2_9_18 26_36_37_41_42_43_48_53_55_57_60
22 30_31_34_40_44
22 33_38_39_47_56
19_27_29 54_58_67_70
5_6_8_11_12_16_20_32_35 49_50_51
30_31_34_40_44 45
30_31_34_40_44 46_52_59
30_31_34_40_44 66
66 73
18 #edges, tree 2
66 73
46_52_59 45
30_31_34_40_44 66
30_31_34_40_44 46_52_59
5_6_8_11_12_16_20_32_35 49_50_51
19_27_29 54_58_67_70
22 33_38_39_47_56
22 30_31_34_40_44
2_9_18 26_36_37_41_42_43_48_53_55_57_60
2_9_18 22
1_4_13_14 21
3_7_10 19_27_29
3_7_10 15
0 64
0 5_6_8_11_12_16_20_32_35
0 2_9_18
0 1_4_13_14
0 3_7_10
18 #edges, tree 3
0 3_7_10
0 1_4_13_14
0 2_9_18
0 5_6_8_11_12_16_20_32_35
3_7_10 15
3_7_10 19_27_29
1_4_13_14 21
2_9_18 22
2_9_18 26_36_37_41_42_43_48_53_55_57_60
2_9_18 64
22 30_31_34_40_44
22 33_38_39_47_56
19_27_29 54_58_67_70
5_6_8_11_12_16_20_32_35 49_50_51
30_31_34_40_44 45
30_31_34_40_44 46_52_59
30_31_34_40_44 66
66 73
18 #edges, tree 4
0 3_7_10
0 1_4_13_14
0 2_9_18
0 5_6_8_11_12_16_20_32_35
3_7_10 15
3_7_10 19_27_29
1_4_13_14 21
2_9_18 22
2_9_18 26_36_37_41_42_43_48_53_55_57_60
2_9_18 64
22 30_31_34_40_44
22 33_38_39_47_56
19_27_29 54_58_67_70
5_6_8_11_12_16_20_32_35 49_50_51
30_31_34_40_44 46_52_59
30_31_34_40_44 66
46_52_59 45
66 73
18 #edges, tree 5
66 73
30_31_34_40_44 66
30_31_34_40_44 46_52_59
30_31_34_40_44 45
5_6_8_11_12_16_20_32_35 49_50_51
19_27_29 54_58_67_70
22 64
22 33_38_39_47_56
22 30_31_34_40_44
2_9_18 26_36_37_41_42_43_48_53_55_57_60
2_9_18 22
1_4_13_14 21
3_7_10 19_27_29
3_7_10 15
0 5_6_8_11_12_16_20_32_35
0 2_9_18
0 1_4_13_14
0 3_7_10
18 #edges, tree 6
66 73
46_52_59 45
30_31_34_40_44 66
30_31_34_40_44 46_52_59
5_6_8_11_12_16_20_32_35 49_50_51
19_27_29 54_58_67_70
22 64
22 33_38_39_47_56
22 30_31_34_40_44
2_9_18 26_36_37_41_42_43_48_53_55_57_60
2_9_18 22
1_4_13_14 21
3_7_10 19_27_29
3_7_10 15
0 5_6_8_11_12_16_20_32_35
0 2_9_18
0 1_4_13_14
0 3_7_10
18 #edges, tree 7
66 73
33_38_39_47_56 64
30_31_34_40_44 66
30_31_34_40_44 46_52_59
30_31_34_40_44 45
5_6_8_11_12_16_20_32_35 49_50_51
19_27_29 54_58_67_70
22 33_38_39_47_56
22 30_31_34_40_44
2_9_18 26_36_37_41_42_43_48_53_55_57_60
2_9_18 22
1_4_13_14 21
3_7_10 19_27_29
3_7_10 15
0 5_6_8_11_12_16_20_32_35
0 2_9_18
0 1_4_13_14
0 3_7_10
18 #edges, tree 8
66 73
46_52_59 45
33_38_39_47_56 64
30_31_34_40_44 66
30_31_34_40_44 46_52_59
5_6_8_11_12_16_20_32_35 49_50_51
19_27_29 54_58_67_70
22 33_38_39_47_56
22 30_31_34_40_44
2_9_18 26_36_37_41_42_43_48_53_55_57_60
2_9_18 22
1_4_13_14 21
3_7_10 19_27_29
3_7_10 15
0 5_6_8_11_12_16_20_32_35
0 2_9_18
0 1_4_13_14
0 3_7_10
