5 #anatomical sites
5 #samples
9 #mutations
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f_lb	f_ub	ref	var
0	P	0	P	0	0	0.7937547128682778	1	89	101
0	P	0	P	1	1	0.10458827150206138	0.43813092878198423	185	25
0	P	0	P	2	2	0.2202979410478333	0.6280451601705884	169	42
0	P	0	P	3	24;25;36	0.1418351340956952	0.3304474722290344	561	71
0	P	0	P	4	44	0.0	0.05050439981351178	195	0
0	P	0	P	5	26	0.0	0.053475162960304544	184	0
0	P	0	P	6	30	0.0	0.054347014652876564	181	0
0	P	0	P	7	31;34	0.0	0.022222167107788814	447	0
0	P	0	P	8	39	0.0	0.05025061538281591	196	0
0	P	0	P	9	62	0.0	0.05290930440355724	186	0
0	P	0	P	10	82	0.0	0.052355295784741844	188	0
0	P	0	P	11	86	0.0	0.051812768732640443	190	0
0	P	0	P	12	77	0.0	0.05101973727906271	193	0
0	P	0	P	13	92	0.0	0.05681725416682431	173	0
0	P	0	P	14	78	0.0	0.05263084223860741	187	0
0	P	0	P	15	79	0.0	0.052355295784741844	188	0
0	P	0	P	16	101	0.0	0.044842594379736346	220	0
0	P	0	P	17	58;70;88	0.0	0.017391277955437046	572	0
0	P	0	P	18	46;91;93	0.0	0.01697790413993651	586	0
0	P	0	P	19	74	0.1631918157928322	0.5210117768294213	193	36
0	P	0	P	20	49;53;68	0.0	0.01582276494028154	629	0
0	P	0	P	22	14;29;35;50;72	0.0	0.010141982602996839	983	0
0	P	0	P	23	15;21;28;33;40;48;52	0.0	0.0072727253465604495	1372	0
0	P	0	P	24	23	0.0	0.04694783450622614	210	0
0	P	0	P	26	4;5;10;18;19;22;41;47;63	0.0	0.005485462695464856	1820	0
0	P	0	P	27	3;9;11;12;13;16;17;20;45;59;64;65;73	0.0	0.003843197256311926	2599	0
0	P	0	P	28	6;7;8	0.12102847294296143	0.3035891944421031	549	61
1	M1	1	M1	0	0	0.8351846955290263	1	87	107
1	M1	1	M1	1	1	0.0	0.053762655413413206	183	0
1	M1	1	M1	2	2	0.7246955021566663	1	105	101
1	M1	1	M1	3	24;25;36	0.4318994850351625	0.7196980424843331	393	156
1	M1	1	M1	4	44	0.029018127517725117	0.2875897695078141	179	11
1	M1	1	M1	5	26	0.0	0.051545699831482585	191	0
1	M1	1	M1	6	30	0.0	0.046295795522400304	213	0
1	M1	1	M1	7	31;34	0.0	0.02518883656284027	394	0
1	M1	1	M1	8	39	0.0	0.05405325575459152	182	0
1	M1	1	M1	9	62	0.0	0.046295795522400304	213	0
1	M1	1	M1	10	82	0.0	0.045044583903016654	219	0
1	M1	1	M1	11	86	0.0	0.045044583903016654	219	0
1	M1	1	M1	12	77	0.0	0.046295795522400304	213	0
1	M1	1	M1	13	92	0.0	0.04854311175967327	203	0
1	M1	1	M1	14	78	0.0	0.04807636206962323	205	0
1	M1	1	M1	15	79	0.0	0.04854311175967327	203	0
1	M1	1	M1	16	101	0.0	0.04444400155675023	222	0
1	M1	1	M1	17	58;70;88	0.0	0.016474442149535126	604	0
1	M1	1	M1	18	46;91;93	0.0	0.017271131318986006	576	0
1	M1	1	M1	19	74	0.0	0.045044583903016654	219	0
1	M1	1	M1	20	49;53;68	0.0	0.017211678376473197	578	0
1	M1	1	M1	22	14;29;35;50;72	0.0	0.009532884125381632	1046	0
1	M1	1	M1	23	15;21;28;33;40;48;52	0.0	0.007153073989993618	1395	0
1	M1	1	M1	24	23	0.0	0.05101973727906271	193	0
1	M1	1	M1	26	4;5;10;18;19;22;41;47;63	0.0	0.005574135141982652	1791	0
1	M1	1	M1	27	3;9;11;12;13;16;17;20;45;59;64;65;73	0.0	0.003767897245520783	2651	0
1	M1	1	M1	28	6;7;8	0.892697027467624	1	293	320
2	M2	2	M2	0	0	0.6270285807084965	1	112	88
2	M2	2	M2	1	1	0.0	0.051812768732640443	190	0
2	M2	2	M2	2	2	0.7787118722287196	1	114	119
2	M2	2	M2	3	24;25;36	0.0	0.015772850980262525	631	0
2	M2	2	M2	4	44	0.0	0.055554688604008556	177	0
2	M2	2	M2	5	26	0.22226643740930885	0.6560826788940365	151	39
2	M2	2	M2	6	30	0.062281817379729265	0.351433068827014	193	18
2	M2	2	M2	7	31;34	0.1368169100650033	0.37044032756859163	379	51
2	M2	2	M2	8	39	0.0	0.04807636206962323	205	0
2	M2	2	M2	9	62	0.0	0.04444400155675023	222	0
2	M2	2	M2	10	82	0.0	0.049260480109571674	200	0
2	M2	2	M2	11	86	0.0	0.05025061538281591	196	0
2	M2	2	M2	12	77	0.0	0.04784633698471555	206	0
2	M2	2	M2	13	92	0.0	0.046082455447342	214	0
2	M2	2	M2	14	78	0.0	0.045248401328874505	218	0
2	M2	2	M2	15	79	0.0	0.04716928156989335	209	0
2	M2	2	M2	16	101	0.0	0.049260480109571674	200	0
2	M2	2	M2	17	58;70;88	0.0	0.01607714957325595	619	0
2	M2	2	M2	18	46;91;93	0.0	0.016155067703362815	616	0
2	M2	2	M2	19	74	0.0	0.045248401328874505	218	0
2	M2	2	M2	20	49;53;68	0.0	0.01579776853391186	630	0
2	M2	2	M2	22	14;29;35;50;72	0.0	0.009319660437172143	1070	0
2	M2	2	M2	23	15;21;28;33;40;48;52	0.0	0.007541475981908738	1323	0
2	M2	2	M2	24	23	0.0	0.04424735059327507	223	0
2	M2	2	M2	26	4;5;10;18;19;22;41;47;63	0.0	0.005521810311316922	1808	0
2	M2	2	M2	27	3;9;11;12;13;16;17;20;45;59;64;65;73	0.0	0.0039154264811554484	2551	0
2	M2	2	M2	28	6;7;8	0.7738831566968307	1	330	283
3	M3	3	M3	0	0	0.7901416325623589	1	98	108
3	M3	3	M3	1	1	0.0	0.045661620043138715	216	0
3	M3	3	M3	2	2	0.8760505773188146	1	81	109
3	M3	3	M3	3	24;25;36	0.0	0.017152633342553233	580	0
3	M3	3	M3	4	44	0.0	0.05076076063477424	194	0
3	M3	3	M3	5	26	0.0	0.05025061538281591	196	0
3	M3	3	M3	6	30	0.0	0.0495043378213925	199	0
3	M3	3	M3	7	31;34	0.0	0.02583970656846467	384	0
3	M3	3	M3	8	39	0.0	0.23760951139177355	195	9
3	M3	3	M3	9	62	0.0	0.04807636206962323	205	0
3	M3	3	M3	10	82	0.0	0.045871072557456025	215	0
3	M3	3	M3	11	86	0.0	0.05494421636451348	179	0
3	M3	3	M3	12	77	0.0	0.05319072880421345	185	0
3	M3	3	M3	13	92	0.0	0.05405325575459152	182	0
3	M3	3	M3	14	78	0.0	0.05524776617580983	178	0
3	M3	3	M3	15	79	0.0	0.049999368698825125	197	0
3	M3	3	M3	16	101	0.0	0.04255280291654981	232	0
3	M3	3	M3	17	58;70;88	0.0	0.016806698872437593	592	0
3	M3	3	M3	18	46;91;93	0.0	0.017093992033573025	582	0
3	M3	3	M3	19	74	0.0	0.04901901307130063	201	0
3	M3	3	M3	20	49;53;68	0.0	0.016583725046821346	600	0
3	M3	3	M3	22	14;29;35;50;72	0.0	0.009990004995003746	998	0
3	M3	3	M3	23	15;21;28;33;40;48;52	0.0	0.006734005205118291	1482	0
3	M3	3	M3	24	23	0.6304130979489139	1	98	80
3	M3	3	M3	26	4;5;10;18;19;22;41;47;63	0.0	0.00581395250461055	1717	0
3	M3	3	M3	27	3;9;11;12;13;16;17;20;45;59;64;65;73	0.0	0.0038270184719232745	2610	0
3	M3	3	M3	28	6;7;8	0.821397849499719	1	329	309
4	M4	4	M4	0	0	0.6920313237696946	1	105	95
4	M4	4	M4	1	1	0.0	0.04739282758612535	208	0
4	M4	4	M4	2	2	0.7317326232321613	1	122	115
4	M4	4	M4	3	24;25;36	0.0	0.016806698872437593	592	0
4	M4	4	M4	4	44	0.0	0.04424735059327507	223	0
4	M4	4	M4	5	26	0.0	0.053762655413413206	183	0
4	M4	4	M4	6	30	0.0	0.051545699831482585	191	0
4	M4	4	M4	7	31;34	0.0	0.02380945599959531	417	0
4	M4	4	M4	8	39	0.0	0.05290930440355724	186	0
4	M4	4	M4	9	62	0.1499958197781007	0.5083659352278473	187	33
4	M4	4	M4	10	82	0.0	0.05649626318309592	174	0
4	M4	4	M4	11	86	0.0	0.048308609540179806	204	0
4	M4	4	M4	12	77	0.0	0.048308609540179806	204	0
4	M4	4	M4	13	92	0.0	0.05405325575459152	182	0
4	M4	4	M4	14	78	0.0	0.05101973727906271	193	0
4	M4	4	M4	15	79	0.0	0.04761850253857601	207	0
4	M4	4	M4	16	101	0.0	0.049999368698825125	197	0
4	M4	4	M4	17	58;70;88	0.0	0.01631319192565201	610	0
4	M4	4	M4	18	46;91;93	0.0	0.016583725046821346	600	0
4	M4	4	M4	19	74	0.0	0.045871072557456025	215	0
4	M4	4	M4	20	49;53;68	0.0	0.016155067703362815	616	0
